"isqno","attacker","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","actors"
421,1,"BR 56TH INF DIV","MG TEMPLER","20744",1,"20744",,"550",,0,0,0,0,140,156,,,,"FF",,,"FF",,,"PP",,,10,-10,10,-10,7,"Great Britain"
422,0,"GER 15TH PZ GR DIV(1/4)","MG RODT","3288",1,"3288",,"20",,0,12,0,12,34,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
422,1,"US 36TH INF DIV(-)","MG WALKER","5551",1,"5551",,"80",,0,0,0,0,152,221,0,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
423,0,"GER 3RD PZ GR DIV(1/2)(+)","LG GRAESER","6750",1,"6750",,"130",,0,46,0,46,66,28,4,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
423,1,"BR 1ST INF DIV","MG PENNEY","19350",1,"19350",,"1158",,0,71,0,71,242,0,7,,0,"FF",,,,,,"PP",,,10,-10,10,-10,6,"Great Britain"
424,0,"BR 1ST INF DIV","MG PENNEY","17976",1,"17976",0,"62","17914",0,71,0,71,242,33,,,,"DD",,,,,"0",,,,10,-10,10,-10,7,"Great Britain"
424,1,"GER 3RD PZ GR DIV","LG GRAESER","15317",1,"15317",0,"366","14951",0,92,0,92,130,50,,,,"FF",,,"DE",,,"RR","WD",,15,-15,15,-15,2,"Germany"
425,0,"GER 3RD PZ GR DIV","LG GRAESER","15098",1,"15098",,"221",,0,92,0,92,123,30,,,,"DD",,,,,"0","SS",,,15,-15,15,-15,5,"Germany"
425,1,"BR 1ST INF DIV","MG PENNEY","17766",1,"17766",,"742",,0,71,0,71,242,16,,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,6,"Great Britain"
426,0,"BR 1ST INF DIV(1/3)(+)","MG PENNEY","9834",1,"9834",,"1450",,0,35,0,35,122,44,,,,"DD",,,,,"0","WD",,,10,-10,10,-10,5,"Great Britain"
426,1,"GER 3RD PZ GR DIV(+)","LG GRAESER","26029",1,"26029",,"1318",,0,107,0,107,222,53,,,,"DE",,,"FF",,,"PP",,,15,-15,15,-15,6,"Germany"
427,0,"BR 1ST INF DIV","MG PENNEY","4515",1,"4515",,"369",,0,139,0,139,82,7,,,,"DO","FF",,,,"0","PP","SS",,10,-10,10,-10,6,"Great Britain"
427,1,"GER 3RD PZ GR DIV(+)","LG GRAESER","26490",1,"26490",,"341",,0,107,0,107,221,18,,,,"FF",,,,,,"PP","RR","SS",15,-15,15,-15,4,"Germany"
428,0,"US 45TH INF DIV(+)","MG EAGLES","5000",1,"5000",,"107",,0,0,0,0,76,7,,,,"DD",,,,,"0","SS",,,5,-5,5,-5,5,"USA"
428,1,"GER 65TH INF DIV(2/3)(+)","LG PFEIFFER","7418",1,"7418",,"167",,0,27,0,27,58,9,,,,"RC",,,,,,"PP","SS",,15,-15,15,-15,5,"Germany"
429,0,"BR 1ST INF DIV(+)","MG PENNEY","17730",1,"17730",0,"311","17419",0,100,0,100,226,121,,,,"DD",,,,,"0","WD",,,10,-10,10,-10,4,"Great Britain"
429,1,"GER 3RD PZ GR DIV(+)","LG GRAESER","27518",1,"27518",0,"270","27248",0,113,0,113,223,0,,,0,"FF",,,"DE","LR","RR","PP",,,15,-15,15,-15,7,"Germany"
43,0,"ENG & IRISH REB ARMY","JAMES II","23000",1,"23000",0,"1500","21500",5000,0,0,0,6,0,0,6,0,"DO","FF",,,,"0","WD",,,2,0,7,0,5,"Jacobites"
43,1,"ENG ARMY","WILLIAM III","35000",1,"35000",0,"2000","33000",8000,0,0,0,50,0,0,0,0,"FF","EE","LR",,,,"PP",,,3,0,100,0,9,"England"
430,0,"GER 715TH LT INF DIV(+)","LG HILDEBRANDT","7077",1,"7077",,"206",,0,28,0,28,102,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,8,"Germany"
430,1,"US 45TH INF DIV(+)","MG EAGLES","13400",1,"13400",,"101",,0,70,0,70,155,7,,0,,"FF",,,,,,"RR",,,5,-5,5,-5,3,"USA"
431,0,"US 45TH INF DIV(+)","MG EAGLES","20496",1,"20496",,"1018",,0,106,17,89,184,1270,38,0,,"DO","DE",,,,"0","PP",,,5,-5,5,-5,6,"USA"
431,1,"GER 74TH PZ CORPS(-)(+)","GEN MACKENSEN","41974",1,"41974",,"2238",,0,201,0,201,317,335,56,,,"FF",,,,,,"PP","RR","WD",15,-15,15,-15,4,"Germany"
432,0,"BR 56TH INF DIV(-)","MG TEMPLER","9761",1,"9761",,"1693",,0,59,0,59,185,58,,,,"DO","FF",,,,"0","PP","SS",,10,-10,10,-10,5,"Great Britain"
432,1,"GER 65TH INF DIV(2/3)(+)","GEN PFEIFFER","21478",1,"21478",,"1451",,0,24,0,24,167,45,,,,"RC",,,,,,"PP","RR","WD",15,-15,15,-15,7,"Germany"
433,0,"US 45TH INF DIV","MG EAGLES","19613",1,"19613",,"403",,0,106,17,89,187,178,,0,,"DD",,,,,"0",,,,5,-5,5,-5,8,"USA"
433,1,"GER 114TH LT INF DIV(+)","LG BOURQUIN","15637",1,"15637",,"265",,0,45,0,45,164,170,,,,"FF",,,,,,"RR","WD",,15,-15,15,-15,3,"Germany"
434,0,"GER 94TH INF DIV(-)(+)","MG STEINMETZ","9250",1,"9250",,"1035",,0,34,0,34,123,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
434,1,"US 88TH INF DIV(+)","MG SLOAN","18702",1,"18702",,"531",,0,249,51,198,160,109,9,0,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,7,"USA"
435,0,"GER 94TH INF DIV(-)","MG STEINMETZ","8141",1,"8141",,"720",,0,21,0,21,76,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
435,1,"US 85TH INF DIV(+)","MG COULTER","17970",1,"17970",,"1974",,0,107,17,90,160,54,,0,,"FF",,,"FF",,,"RR","PP",,5,-5,5,-5,6,"USA"
436,0,"GER 94TH INF DIV(-)(+)","MG STEINMETZ","7500",1,"7500",,"442",,0,21,0,21,73,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
436,1,"US 85TH INF DIV(+)","MG COULTER","16458",1,"16458",,"537",,0,124,34,90,154,40,,0,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,8,"USA"
437,0,"GER 94TH INF DIV(-)(+)","MG STEINMETZ","8215",1,"6653",,"730",,0,40,0,40,128,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
437,1,"US 88TH INF DIV(+)","MG SLOAN","18308",1,"18308",,"343",,0,249,51,198,166,31,,0,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,6,"USA"
438,0,"GER 94TH INF DIV(2/3)(+)","MG STEINMETZ","7627",1,"7627",,"721",,0,30,0,30,58,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
438,1,"US 85TH INF DIV(+)","MG COULTER","23190",1,"23190",,"405",,0,225,68,157,159,0,,0,0,"FF",,,,,,"PP",,,5,-5,5,-5,6,"USA"
439,0,"GER 94TH INF DIV(-)(+)","MG STEINMETZ","4563",1,"4563",,"332",,0,23,0,23,40,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
439,1,"US 88TH INF DIV(-)(+)","MG SLOAN","13095",1,"13095",,"203",,0,130,34,96,132,6,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
44,0,"ENG & IRISH REB ARMY","ST. RUTH","25000",1,"25000",0,"4400","20600",,0,0,0,6,0,0,6,0,"DD",,,,,"0","WD",,,0,-44,36,0,4,"Jacobites"
44,1,"ENG ARMY","GINCKEL","18000",1,"18000",0,"2700","15300",,0,0,0,,0,0,,0,"FF",,,,,,"BB","PS",,0,-5,11,-19,9,"England"
440,0,"GER 94TH INF DIV(-)(+)","MG STEINMETZ","6653",1,"6653",,"380",,0,26,0,26,40,32,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
440,1,"US 88TH INF DIV(+)","MG SLOAN","17912",1,"17912",,"257",,0,104,28,76,126,8,,0,,"FF","EE","RF",,,,"PP",,,5,-5,5,-5,8,"USA"
441,0,"GER 94TH INF DIV(-)(+)","MG STEINMETZ","6653",1,"6653",,"380",,0,26,0,26,40,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
441,1,"US 85TH INF DIV(-)(+)","MG COULTER","18030",1,"18030",,"287",,0,131,34,97,148,6,,0,,"FF","EE","LF","FF",,,"PP",,,5,-5,5,-5,6,"USA"
442,0,"GER 4TH PARA DIV","COL TRETTNER","12569",1,"12569",,"468",,0,0,0,0,92,0,0,,0,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,5,"Germany"
442,1,"BR 5TH INF DIV(+)","MG GREGSON-ELLIS","17345",1,"17345",,"234",,0,35,0,35,100,16,,,,"RC",,,,,,"PP","RR","WD",10,-10,10,-10,5,"Great Britain"
443,0,"GER 65TH INF DIV","MG ZIEHLBERG","6653",1,"11343",,"107",,0,19,0,19,96,0,,,0,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,5,"Germany"
443,1,"BR 1ST INF DIV(+)","MG PENNEY","17313",1,"17313",,"194",,0,36,0,36,100,35,,,,"FF",,,,,,"RR","WD",,10,-10,10,-10,5,"Great Britain"
444,0,"GER 3RD PZ GR DIV(-)(+)","MG BAADE","12815",1,"12815",,"1355",,0,89,0,89,107,0,51,2,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
444,1,"US 1ST INF DIV(+)","MG HARMON","22374",1,"22374",,"710",,0,424,152,272,152,247,93,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
445,0,"GER 362ND INF DIV (3/5)(+)","LG GREINER","11928",1,"11928",,"1617",,0,49,0,49,85,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
445,1,"US 3RD INF DIV(+)","MG O'DANIEL","19971",1,"19971",,"1524",,0,106,17,89,201,150,15,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
446,0,"GER 29TH PZ GR DIV(1/2)","MG FRIES","6957",1,"6957",,"227",,0,52,0,52,88,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
446,1,"US 85TH INF DIV(+)","MG COULTER","17925",1,"17925",,"162",,0,110,17,93,138,8,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,6,"USA"
447,0,"GER 362ND INF DIV & 3RD PZ GR DIV(1/8)(+)","LG GREINER","12327",1,"12327",0,"1319","11008",0,65,0,65,64,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,6,"Germany"
447,1,"US 1ST ARMD DIV","MG HARMON","20683",1,"20683",0,"767","19916",0,462,158,304,92,8,18,,,"FF",,,"FF",,,"PP","RR","SS",5,-5,5,-5,4,"USA"
448,0,"GER 65TH INF DIV","MG ZIEHLBERG","10593",1,"10593",,"580",,0,19,0,19,106,0,,,0,"DO","FF",,,,"0","SS",,,15,-15,15,-15,5,"Germany"
448,1,"US 45TH INF DIV(+)","MG EAGLES","19047",1,"19047",,"517",,0,102,13,89,97,0,,1,0,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,"USA"
449,0,"GER 3RD PZ GR DIV(7/8)(+)","MG BAADE","13715",1,"13715",,"598",,0,71,0,71,117,0,,,0,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,8,"Germany"
449,1,"US 34TH INF DIV(+)","MG RYDER","18000",1,"18000",,"263",,0,102,13,89,93,0,,,0,"FF",,,,,,"PP","RR",,5,-5,5,-5,3,"USA"
45,0,"FR ARMY","LUXEMBOURG","57000",1,"57000",0,"7000","50000",12000,0,0,0,60,0,0,8,0,"DD",,,,,"0","WD",,,5,0,0,-1,7,"France"
45,1,"ALLIED ARMY","WILLIAM III","63000",1,"63000",0,"8000","55000",15000,0,0,0,70,0,0,10,0,"FF",,,,,,"PP","RR","WD",11,0,7,0,3,"England"
450,0,"GER 4TH PARA DIV(2/3)","COL TRETTNER","7695",1,"7695",,"374",,0,0,0,0,64,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
450,1,"BR 5TH INF DIV","MG GREGSON-ELLIS","15557",1,"15557",,"245",,0,35,0,35,104,0,,,0,"RC","FF",,,,,"PP",,,10,-10,10,-10,6,"Great Britain"
451,0,"GER 3RD PZ GR DIV(1/2)(+)","MG BAADE","15801",1,"15801",,"1379",,0,100,0,100,117,11,,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,6,"Germany"
451,1,"US 1ST ARMD DIV & 45TH INF DIV(+)","MG HARMON","29711",1,"29711",,"1304",,0,281,77,204,146,35,80,1,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,4,"USA"
452,0,"GER 3RD PZ GR DIV(1/2)","MG BAADE","6108",1,"6108",,"698",,0,46,0,46,61,11,,,,"DO","FF",,,,"0","PP","SS",,15,-15,15,-15,6,"Germany"
452,1,"US 34TH INF DIV(-)","MG RYDER","17300",1,"17300",,"825",,0,0,0,0,94,371,,,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,3,"USA"
453,0,"GER HERMANN GOERING PZ DIV(1/3)(+)","MG SCHMALTZ","13012",1,"13012",,"1178",,0,30,0,30,112,1,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
453,1,"US 85TH INF DIV(+)","MG COULTER","22641",1,"22641",,"329",,0,106,17,89,115,66,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
454,0,"GER 65TH INF DIV(2/3)(+)","MG ZIEHLBERG","19255",1,"19255",,"884",,0,35,0,35,202,2,12,,,"DO","FF",,,,"0","RR",,,15,-15,15,-15,5,"Germany"
454,1,"US 45TH INF DIV(+)","MG EAGLES","23604",1,"23604",,"316",,0,156,17,139,121,38,8,0,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,"USA"
455,0,"GER HERMANN GOERING PZ DIV(2/3)(+)","MG SCHMALTZ","10111",1,"10111",,"568",,0,31,0,31,110,0,8,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,3,"Germany"
455,1,"US 3RD INF DIV(+)","MG O'DANIEL","26607",1,"26607",,"710",,0,126,7,119,146,121,7,,,"FF",,,,,,"PP",,,5,-5,5,-5,8,"USA"
456,0,"GER 4TH PARA DIV","COL TRETTNER","10855",1,"10855",,"850",,0,0,0,0,125,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
456,1,"BR 1ST INF DIV & 5TH INF DIV(+)","MG PENNEY","38011",1,"38011",,"572",,0,71,0,71,200,3,,,,"FF",,,,,,"PP",,,10,-10,10,-10,5,"Great Britain"
457,0,"GER 12TH PARA RGT","GEN SCHLEMM","3700",1,"3700",,"560",,0,0,0,0,29,0,0,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,3,"Germany"
457,1,"US 85TH INF DIV(+)","MG COULTER","15721",1,"15721",0,"560","15161",0,70,17,53,145,100,,,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,6,"USA"
458,0,"GER 352ND INF DIV (ELMS) & 3RD PARA DIV (ELMS)","GEN MEINDL","7500",1,"7500",,"2350",,0,23,0,23,84,3,,,0,"DO","FF",,,,"0","RR","WD",,0,-7,15,-15,5,"Germany"
458,1,"US 29TH INF DIV(+)","MG GERHARDT","18228",1,"18228",,"2777",,0,107,17,90,120,33,,,0,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
459,0,"GER 86TH CORPS(+)","GEN EBERBACH","57500",1,"57500",,"5000",,0,528,0,528,292,,200,,,"DD",,,,,"0",,,,15,-15,36,0,8,"Germany"
459,1,"BR 2ND ARMY","LG DEMPSEY","76213",1,"76213",,"4011",,0,1369,205,1164,720,4000,493,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,5,"Great Britain"
46,0,"ALLIED ARMY","WILLIAM III","50000",1,"50000",0,"14000","36000",20000,0,0,0,84,0,0,84,0,"DD",,,,,"0","WD",,,0,-5,29,-25,3,"England"
46,1,"FR ARMY","LUXEMBOURG","80000",1,"80000",0,"9000","71000",29000,0,0,0,71,0,0,,0,"FF",,,,,,"BB","PS",,0,-5,0,-11,8,"France"
460,0,"GER 84TH CORPS(-) & 2ND PARA CORPS(-)","LG CHOLITZ","30700",1,"30700",,"5000",,0,62,0,62,318,0,,,,"DD",,,,,"0","WD",,,20,-20,20,-20,3,"Germany"
460,1,"US 7TH CORPS","MG COLLINS","126000",1,"126000",,"1510",,0,650,176,474,792,800,,,,"FF",,,,,,"BB",,,10,-10,10,-10,7,"USA"
461,0,"US 30TH INF DIV(+)","MG HOBBS","27673",3,"13690",13983,"2673","25000",0,340,118,222,192,100,,,,"DO","FF",,,,"0","PP",,,10,-10,5,-5,7,"USA"
461,1,"GER 47TH PZ CORPS","GEN FUNCK","25497",1,"25497",,"4800",,0,120,0,120,218,,100,,,"FF",,,,,,"PP","RR","WD",25,-25,25,-25,3,"Germany"
462,0,"GER 1ST ARMY(-)","GEN CHEVALLERIE","8325",1,"8325",0,"579","7746",0,15,0,15,76,0,,,0,"DD",,,,,"0",,,,15,-15,15,-15,5,"Germany"
462,1,"US 7TH ARMD DIV","MG SILVESTER","15646",1,"15646",0,"113","15533",0,317,78,239,146,0,,,0,"DE",,,,,,"PP","SS",,5,-5,5,-5,5,"USA"
463,0,"GER 48TH INF DIV(-)","GEN MACHOLZ","6000",1,"6000",0,"362","5638",0,16,4,12,32,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
463,1,"US 7TH ARMD DIV","MG SILVESTER","17232",1,"17232",0,"99","17133",0,318,79,239,146,46,21,,,"RC",,,"RC",,,"PP",,,5,-5,5,-5,6,"USA"
464,0,"GER 1ST ARMY(-)","GEN CHEVALLERIE","15000",1,"15000",,"906",,0,38,0,38,80,0,3,,0,"DD","FF",,,,"0","RR","WD",,15,-15,15,-15,3,"Germany"
464,1,"US 20TH CORPS","MG WALKER","40619",1,"40619",,"234",,0,472,137,335,296,73,21,,,"RC",,,"RC",,,"PP",,,5,-5,5,-5,8,"USA"
465,0,"GER 1ST ARMY(-)","GEN KNOBELSDORF","41500",1,"41500",,"1700",,0,160,0,160,248,0,30,,0,"DO","FF",,,,"0","RR","SS",,15,-15,15,-15,5,"Germany"
465,1,"US 20TH CORPS","MG WALKER","59631",1,"59631",,"1647",,0,585,154,431,520,338,19,,,"RC",,,,,,"RR","RR","SS",5,-5,5,-5,5,"USA"
466,0,"GER 1ST ARMY(-)","GEN KNOBELSDORF","39580",1,"39580",0,"210","39370",0,88,0,88,248,0,,,0,,,,,,"0",,,,15,-15,15,-15,7,"Germany"
466,1,"US 20TH CORPS","MG WALKER","60794",1,"60794",0,"359","60435",0,472,137,335,296,30,,,,,,,,,,,,,5,-5,5,-5,3,"USA"
467,0,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)","MG WOOD","4800",1,"4800",,"119",,0,122,35,87,48,130,25,,,"DO","FF",,,,"0","PP",,,10,-10,5,-5,6,"USA"
467,1,"GER 111TH & 113TH PZ BDES(+)","GEN KRUEGER","7500",3,,,"779",,0,126,0,126,12,0,87,,0,"FF",,,,,,"RR",,,25,-25,10,-10,3,"Germany"
468,0,"GER 81ST CORPS","GEN KOECHLING","19632",2,"10844",16290,"3616","23518",0,63,0,63,116,79,49,0,,"DO","FF",,,,"0","PP","RR","WD",15,-15,15,-15,4,"Germany"
468,1,"US 19TH CORPS","MG CORLETT","32283",2,"25345",12006,"1477","35874",0,312,,,234,,79,0,,"RC","FF",,,,,"PP",,,5,-5,5,-5,5,"USA"
469,0,"GER 74TH CORPS(-)","GEN STRAUBE","20250",3,,,"3000","17250",0,66,0,66,107,,,,,"DO","DE","FF",,,"0","PP",,,0,-25,15,-15,8,"Germany"
469,1,"US 28TH INF DIV(+)","MG COTA","20493",2,,3903,"3683",,0,91,17,74,162,,47,,,"RC","FF",,,,,"PP","RR",,10,-10,5,-5,3,"USA"
47,0,"ALLIED ARMY","DUKE OF SAVOY","36000",1,"36000",0,"11000","25000",11000,0,0,0,31,0,0,31,0,"DD",,,,,"0","WL",,,0,-6,0,-50,2,"Savoy"
47,1,"FR ARMY","CATINAT","40000",1,"40000",0,"3000","37000",10000,0,0,0,30,0,0,,0,"FF","EE","LF",,,,"BB","PS",,0,-5,0,-33,9,"France"
470,0,"GER 84TH CORPS(-)(+)","GEN BALCK","23588",1,"23588",,"4880",,0,71,,,99,0,14,,0,"DO",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
470,1,"US 12TH CORPS","MG EDDY","99583",1,"99583",,"4265",,0,764,199,565,543,52,89,,,"RC","FF",,,,,"PP","RR",,5,-5,5,-5,7,"USA"
471,0,"GER 13TH SS PZ CORPS(-)","LG PRIESS","11185",1,"11185",,"446",,0,20,0,20,152,0,3,,0,"DO","FF",,,,"0",,,,15,-15,15,-15,5,"Germany"
471,1,"US 4TH ARMD DIV(+)","MG WOOD","43587",1,"43587",,"720",,0,326,78,248,239,13,8,,,"FF",,,,,,"PP","SS",,5,-5,5,-5,6,"USA"
472,0,"GER 11TH PZ DIV(-)(+)","LG WIETERSHEIM","7555",1,"7555",,"197",,0,16,0,16,106,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,4,"Germany"
472,1,"US COMBAT COMMAND 'B', 4TH ARMD DIV(+)","BG DAGER","25881",1,"25881",,"1006",,0,202,49,153,142,0,,,0,"FF",,,,,,"PP",,,5,-5,5,-5,6,"USA"
473,0,"GER 13TH SS PZ CORPS(-)(+)","LG PRIESS","28382",1,"28382",,"2665",,0,63,0,63,169,0,63,,0,"DO",,,,,"0","WD",,,15,-15,15,-15,6,"Germany"
473,1,"US 12TH CORPS","MG EDDY","92393",1,"92393",,"3223",,0,524,161,363,515,0,38,,0,"FF",,,,,,"PP",,,5,-5,5,-5,8,"USA"
474,0,"GER 11TH PZ DIV (-)(+)","LG WIETERSHEIM","6519",1,"6519",,"141",,0,16,0,16,81,0,8,,,"DD",,,,,"0","WD",,,15,-15,15,-15,6,"Germany"
474,1,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)","LCOL ABRAMS","10348",1,"10348",,"185",,0,115,29,86,158,0,,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
475,0,"GER 13TH SS PZ CORPS(-)(+)","LG SIMON","32396",1,"32396",,"4942",,0,66,0,66,207,0,54,,0,"DO",,,,,"0","RR","WD",,15,-15,15,-15,5,"Germany"
475,1,"US 12TH CORPS","MG EDDY","88941",1,"88941",,"3279",,0,642,160,482,519,20,67,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,"USA"
476,0,"GER PZ LEHR DIV(-)(+)","LG BAYERLEIN","5366",1,"5366",,"224",,0,30,0,30,64,0,4,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,4,"Germany"
476,1,"US COMBAT COMMAND 'B', 4TH ARMD DIV(-)","BG DAGER","7935",1,"7935",,"58",,0,106,30,76,51,0,4,,0,"RC","FF",,,,,"PP",,,5,-5,5,-5,6,"USA"
477,0,"GER PZ LEHR DIV(-)","LG BAYERLEIN","6999",1,"6999",0,"233","6766",0,36,0,36,87,0,,,0,,,,,,"0",,,,15,-15,15,-15,5,"Germany"
477,1,"US 4TH ARMD DIV","MG WOOD","15871",1,"15871",0,"56","15815",0,211,59,152,194,0,4,,0,"FF",,,,,,"PP","SS",,5,-5,5,-5,6,"USA"
478,0,"GER PZ LEHR DIV(+)","LG BAYERLEIN","6713",1,"6713",,"616",,0,43,0,43,81,0,,,,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
478,1,"US 4TH ARMD DIV(+)","MG WOOD","16232",1,"16232",,"110",,0,211,59,152,104,0,10,,0,"FF",,,,,,"RR","PP",,5,-5,5,-5,6,"USA"
479,0,"GER 13TH SS PZ CORPS (-)(+)","LG SIMON","30712",1,"30712",,"811",,0,75,0,75,456,0,,,0,"DO","FF",,,,"0","PP","RR","SS",15,-15,15,-15,5,"Germany"
479,1,"US 12TH CORPS","MG EDDY","90078",1,"90078",,"482",,0,624,176,448,543,0,20,,0,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,"USA"
48,0,"TURK ARMY","MUSTAFA II","100000",1,"100000",0,"30000","70000",40000,0,0,0,200,0,0,145,0,"DD",,,,,"0","AA",,,0,-20,0,-33,2,"Ottoman Empire"
48,1,"AUS ARMY","EUGENE","50000",1,"50000",0,"500","49500",16000,0,0,0,60,0,0,0,0,"FF",,,,,,"BB","PS",,0,-10,0,-5,9,"Holy Roman Empire"
480,0,"GER 25TH PZ GR DIV(-)(+)","COL BURMEISTER","6044",1,"6044",,"129",,0,23,0,23,156,0,2,,0,"DO","FF",,,,"0","RR","WD",,15,-15,15,-15,5,"Germany"
480,1,"US 4TH ARMD DIV(+)","MG WOOD","19773",1,"19773",,"234",,0,237,65,172,156,0,3,,0,"FF","EE","LF",,,,"PP",,,5,-5,5,-5,7,"USA"
481,0,"GER 13TH SS PZ CORPS(-)(+)","LG SIMON","31501",1,"31501",,"1774",,0,42,0,42,193,0,,,0,"DD",,,,,"0","WD",,,15,-15,15,-15,5,"Germany"
481,1,"US 12TH CORPS","MG EDDY","89977",1,"89977",,"835",,0,624,176,448,565,19,42,,,"FF",,,,,,"PP",,,5,-5,5,-5,8,"USA"
482,0,"GER 25TH PZ GR DIV(-)(+)","COL BURMEISTER","5044",1,"5044",0,"121","4923",0,18,0,18,99,0,3,,0,"DD",,,,,"0","SS",,,15,-15,15,-15,5,"Germany"
482,1,"US 4TH ARMD DIV(-)(+)","MG GAFFEY","15224",1,"15224",0,"155","15069",0,211,59,152,104,0,13,,0,"FF",,,"FF",,,"PP","RR","SS",5,-5,5,-5,5,"USA"
483,0,"US 12TH INF RGT, 4TH INF DIV(+)","MG BARTON","8634",3,,,"134","8500",0,40,20,20,60,0,3,,0,"DD",,,,,"0","SS",,,5,-5,5,-5,4,"USA"
483,1,"GER 212TH VOLKSGRENADIER DIV","MG SENSFUSS","10000",3,,,"268","9732",0,4,0,4,68,0,2,,0,"RC","FF","EE",,,,"PP","SS",,15,-15,15,-15,5,"Germany"
484,0,"US COMBAT COMMAND 'B', 7TH ARMD DIV(+)","BG HASBROUCK","19996",3,,,"1731","18265",0,152,40,112,108,0,56,,0,"DD",,,,,"0","WL",,,10,-10,10,-10,5,"USA"
484,1,"GER 66TH CORPS(-)","GEN LUCHT","87000",3,,,"4306","82694",0,251,0,251,94,0,66,,0,"FF",,,,,,"RR","PP",,25,-25,25,-25,5,"Germany"
485,0,"US 10TH ARMD DIV(-)(+)","COL ROBERTS","4849",3,,,"1151","3698",0,152,47,105,18,0,103,,0,"DD",,,,,"0","WL",,,10,-10,10,-10,7,"USA"
485,1,"GER 67TH PZ CORPS (ELMS)","GEN VON LUETTWITZ","36678",3,,,"3000","33678",0,359,0,359,313,0,50,,0,"FF","EE","LF",,,,"PP",,,25,-25,25,-25,5,"Germany"
486,0,"FR 2ND ARMY(+)","GEN BILLOTTE","60000",1,"60000",,"5000",,0,200,155,45,192,150,,,,"DO","FF",,,,"0","RR","WD",,25,-25,25,-25,5,"France"
486,1,"GER 19TH PZ CORPS","GEN GUDERIAN","48000",1,"48000",,"800",,0,600,450,150,202,2000,,,,"RC",,,"RC",,,"BB",,,25,-25,25,-25,8,"Germany"
487,0,"BR 11TH INDIAN DIV","MG MURRAY-LYON","12000",1,"12000",0,"1200","10800",0,0,0,0,56,0,,,0,"DD",,,,,"0","WL",,,10,-25,25,-25,4,"Great Britain"
