"isqno","war","name","locn","campgn","postype","post1","post2","front","depth","time","aeroa","surpa","cea","leada","trnga","morala","logsa","momnta","intela","techa","inita","wina","kmda","crit","quala","resa","mobila","aira","fprepa","wxa","terra","leadaa","plana","surpaa","mana","logsaa","fortsa","deepa","is_hero","war2","war3","war4","war4_theater","dbpedia","cow_warno","cow_warname","war_initiator","parent"
225,"FRANCO-PRUSSIAN WAR","SEDAN","FRANCE","SEDAN",0,"HD",,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0.8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"FRANCO-PRUSSIAN WAR","FRANCO-PRUSSIAN WAR","Franco-Prussian War of 1870-1871","","http://dbpedia.org/resource/Battle_of_Sedan_(1870)",58,"Franco-Prussian War of 1870-1871",0,
226,"FRANCO-PRUSSIAN WAR","COULMIERS","FRANCE","ORLEANS",0,"HD",,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,3.2,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"FRANCO-PRUSSIAN WAR","FRANCO-PRUSSIAN WAR","Franco-Prussian War of 1870-1871","","http://dbpedia.org/resource/Battle_of_Coulmiers",58,"Franco-Prussian War of 1870-1871",1,
227,"FRANCO-PRUSSIAN WAR","ORLEANS","FRANCE","ORLEANS",0,"HD",,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"FRANCO-PRUSSIAN WAR","FRANCO-PRUSSIAN WAR","Franco-Prussian War of 1870-1871","","http://dbpedia.org/resource/Second_Battle_of_Orléans_(1870)",58,"Franco-Prussian War of 1870-1871",0,
228,"FRANCO-PRUSSIAN WAR","LE MANS","FRANCE","LOIRE",0,"PD",,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,5.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"FRANCO-PRUSSIAN WAR","FRANCO-PRUSSIAN WAR","Franco-Prussian War of 1870-1871","","http://dbpedia.org/resource/Battle_of_Le_Mans",58,"Franco-Prussian War of 1870-1871",0,
229,"FRANCO-PRUSSIAN WAR","BELFORT","FRANCE","BELFORT",0,"PD",,0,0,0,0,0,,,,0,,0,0,0,1,,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,1,"FRANCO-PRUSSIAN WAR","FRANCO-PRUSSIAN WAR","Franco-Prussian War of 1870-1871","","http://dbpedia.org/resource/Siege_of_Belfort",58,"Franco-Prussian War of 1870-1871",1,
230,"ZULU WAR","ISANDHLWANA","ZULULAND","ZULULAND 1879",0,"HD",,0,0,0,0,2,,0,0,0,0,0,1,,0,1,1.8,1,0,1,1,0,2,0,0,1,0,2,0,0,0,0,1,"ZULU WAR","ZULU WAR","Second British-Zulu War of 1879","","http://dbpedia.org/resource/Battle_of_Isandlwana",380,"Second British-Zulu War of 1879",0,
231,"ZULU WAR","ULUNDI","ZULULAND","ZULULAND 1879",0,"HD",,0,0,0,0,0,,0,0,0,0,0,0,,0,,,1,,0,0,0,0,0,0,0,,0,,0,0,0,1,"ZULU WAR","ZULU WAR","Second British-Zulu War of 1879","","http://dbpedia.org/resource/Battle_of_Ulundi",380,"Second British-Zulu War of 1879",0,
232,"TRANSVAAL REVOLT","MAJUBA HILL","TRANSVAAL","SOUTH AFRICA 1881",2,"HD","PD",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,"TRANSVAAL REVOLT","TRANSVAAL REVOLT","First Boer War of 1880-1881","","http://dbpedia.org/resource/Battle_of_Majuba_Hill",382,"First Boer War of 1880-1881",1,
233,"EGYPT AND THE SUDAN","TEL EL-KEBIR","EGYPT","EGYPT 1882",0,"PD",,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,2,0,0,,0,1,"EGYPT AND THE SUDAN","EGYPT AND THE SUDAN","Conquest of Egypt of 1882","","http://dbpedia.org/resource/Battle_of_Tel_el-Kebir",65,"Conquest of Egypt of 1882",1,
234,"EGYPT AND THE SUDAN","OMDURMAN","THE SUDAN","THE SUDAN 1898",0,"HD",,0,0,0,0,0,,,,0,0,0,0,,0,,,1,,0,0,0,0,0,0,,0,0,,0,,0,1,"EGYPT AND THE SUDAN","EGYPT AND THE SUDAN","Second Second British-Mahdi War of 1896-1899","","http://dbpedia.org/resource/Battle_of_Omdurman",409,"Second British-Mahdi War of 1896-1899",0,
235,"ITALO-ETHIOPIAN WAR","ADOWA","ETHIOPIA","ETHIOPIA 1896",0,"HD",,0,0,0,0,2,0,1,0,0,1,0,1,0,1,1,10,1,0,1,1,0,2,0,0,1,1,2,0,1,0,0,1,"ITALO-ETHIOPIAN WAR","ITALO-ETHIOPIAN WAR","Second Italian-Ethiopian War of 1895-1896","","http://dbpedia.org/resource/Battle_of_Adwa",407,"Second Italian-Ethiopian War of 1895-1896",0,
236,"BOER WAR","MODDER RIVER","SOUTH AFRICA","KIMBERLY",0,"PD",,0,0,0,0,,0,,1,1,0,0,0,0,0,1,1.5,1,1,0,0,0,1,0,,,0,0,0,0,,0,1,"BOER WAR","BOER WAR","Second Boer War of 1899-1902","","http://dbpedia.org/resource/Battle_of_Modder_River",416,"Second Boer War of 1899-1902",0,
237,"BOER WAR","MAGERSFONTEIN","SOUTH AFRICA","KIMBERLY",0,"PD",,0,0,0,0,,0,,1,0,0,0,,0,0,,0,1,1,0,0,0,0,0,,,,,0,0,,0,1,"BOER WAR","BOER WAR","Second Boer War of 1899-1902","","http://dbpedia.org/resource/Battle_of_Magersfontein",416,"Second Boer War of 1899-1902",0,
238,"BOER WAR","COLENSO","SOUTH AFRICA","LADYSMITH",0,"PD",,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,1,1,1,0,0,0,,,,0,0,0,0,,0,1,"BOER WAR","BOER WAR","Second Boer War of 1899-1902","","http://dbpedia.org/resource/Battle_of_Colenso",416,"Second Boer War of 1899-1902",0,
239,"BOER WAR","SPION KOP","SOUTH AFRICA","LADYSMITH",0,"PD",,0,0,0,0,1,0,0,1,0,0,0,,0,,,0,1,1,1,0,0,0,,,,,0,0,0,,0,1,"BOER WAR","BOER WAR","Second Boer War of 1899-1902","","http://dbpedia.org/resource/Battle_of_Spion_Kop",416,"Second Boer War of 1899-1902",0,
240,"BOER WAR","PAARDEBURG","SOUTH AFRICA","LADYSMITH",0,"PD",,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0.5,2,0,0,,0,1,0,,1,0,0,0,1,,0,1,"BOER WAR","BOER WAR","Second Boer War of 1899-1902","","http://dbpedia.org/resource/Battle_of_Paardeberg",416,"Second Boer War of 1899-1902",0,
241,"SPANISH-AMERICAN WAR","SAN JUAN HILL AND EL CANEY","CUBA","SANTIAGO",0,"PD",,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1.6,1,0,0,0,0,0,0,,0,,0,0,0,,0,1,"SPANISH-AMERICAN WAR","SPANISH-AMERICAN WAR","Spanish-American War of 1898","","http://dbpedia.org/resource/Battle_of_San_Juan_Hill",79,"Spanish-American War of 1898",1,
242,"RUSSO-JAPANESE WAR","THE YALU","KOREA","YALU 1904",0,"PD",,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,6.4,1,0,1,0,0,1,0,,2,1,0,0,0,,0,1,"RUSSO-JAPANESE WAR","RUSSO-JAPANESE WAR","Russo-Japanese War of 1904-1905","","http://dbpedia.org/resource/Battle_of_Yalu_River_(1904)",85,"Russo-Japanese War of 1904-1905",1,
243,"RUSSO-JAPANESE WAR","TELISSU","MANCHURIA","MANCHURIAN 1904",2,"HD","PD",0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,9.6,1,0,0,,0,0,1,0,2,0,0,0,0,,0,1,"RUSSO-JAPANESE WAR","RUSSO-JAPANESE WAR","Russo-Japanese War of 1904-1905","","http://dbpedia.org/resource/Battle_of_Te-li-Ssu",85,"Russo-Japanese War of 1904-1905",1,
244,"RUSSO-JAPANESE WAR","LIAOYANG","MANCHURIA","MANCHURIAN 1904",1,"PD","FD",0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,25,1,0,0,0,0,0,0,,1,0,0,0,0,,0,1,"RUSSO-JAPANESE WAR","RUSSO-JAPANESE WAR","Russo-Japanese War of 1904-1905","","http://dbpedia.org/resource/Battle_of_Liaoyang",85,"Russo-Japanese War of 1904-1905",1,
245,"RUSSO-JAPANESE WAR","THE SHA-HO","MANCHURIA","MANCHURIAN 1904",1,"HD","PD",0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,"RUSSO-JAPANESE WAR","RUSSO-JAPANESE WAR","Russo-Japanese War of 1904-1905","","http://dbpedia.org/resource/Battle_of_Shaho",85,"Russo-Japanese War of 1904-1905",0,
246,"RUSSO-JAPANESE WAR","SANDEPU","MANCHURIA","MANCHURIAN 1905",0,"PD",,0,0,0,0,0,0,,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,1,"RUSSO-JAPANESE WAR","RUSSO-JAPANESE WAR","Russo-Japanese War of 1904-1905","","http://dbpedia.org/resource/Battle_of_Sandepu",85,"Russo-Japanese War of 1904-1905",0,
247,"RUSSO-JAPANESE WAR","MUKDEN","MANCHURIA","MANCHURIAN 1905",1,"PD","FD",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,48.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"RUSSO-JAPANESE WAR","RUSSO-JAPANESE WAR","Russo-Japanese War of 1904-1905","","http://dbpedia.org/resource/Battle_of_Mukden",85,"Russo-Japanese War of 1904-1905",1,
248,"THE BALKAN WARS","KUMANOVO","EUROPEAN TURKEY","MACEDONIA 1912",0,"HD",,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,"THE BALKAN WARS","THE BALKAN WARS","First Balkan War of 1912-1913","","http://dbpedia.org/resource/Battle_of_Kumanovo",100,"First Balkan War of 1912-1913",1,
249,"THE BALKAN WARS","LULE BURGAS","EUROPEAN TURKEY","THRACE 1912",1,"HD","PD",1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,,1,1,0,0,0,0,0,0,0,1,0,0,1,,0,1,"THE BALKAN WARS","THE BALKAN WARS","First Balkan War of 1912-1913","","http://dbpedia.org/resource/Battle_of_Lule_Burgas",100,"First Balkan War of 1912-1913",1,
250,"THE BALKAN WARS","PRELIP","EUROPEAN TURKEY","MACEDONIA 1912",2,"PD","FD",0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,,1,1,1,0,0,0,0,0,1,0,0,1,0,,0,1,"THE BALKAN WARS","THE BALKAN WARS","First Balkan War of 1912-1913","","http://dbpedia.org/resource/Battle_of_Prilep",100,"First Balkan War of 1912-1913",1,
251,"THE BALKAN WARS","MONASTIR","EUROPEAN TURKEY","MACEDONIA 1912",1,"HD","PD",1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,6,1,1,1,0,0,0,0,,1,0,0,0,0,0,0,1,"THE BALKAN WARS","THE BALKAN WARS","First Balkan War of 1912-1913","","http://dbpedia.org/resource/Battle_of_Monastir",100,"First Balkan War of 1912-1913",1,
252,"THE BALKAN WARS","ADRIANOPLE","EUROPEAN TURKEY","THRACE 1913",0,"FD",,0,0,0,0,2,1,1,0,1,0,1,1,0,1,1,9.9,1,1,0,0,0,0,0,0,1,1,1,1,0,,0,1,"THE BALKAN WARS","THE BALKAN WARS","First Balkan War of 1912-1913","","http://dbpedia.org/resource/Battle_of_Adrianople_(1913)",100,"First Balkan War of 1912-1913",1,
253,"RUSSO-POLISH WAR (1920)","WARSAW","POLAND","POLISH COUNTEROFFENSIVE",0,"HD",,0,0,0,0,3,1,1,0,0,0,0,1,0,1,1,360,1,1,0,1,0,0,0,0,2,2,2,0,0,0,0,1,"RUSSO-POLISH WAR (1920)","RUSSO-POLISH WAR (1920)","Lithuanian-Polish War of 1920","","http://dbpedia.org/resource/Battle_of_Warsaw_(1920)",117,"Lithuanian-Polish War of 1920",1,
254,"RUSSO-POLISH WAR (1920)","THE NIEMAN","USSR","POLISH OFFENSIVE SEP-OCT 1920",2,"HD","PD",0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,120,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,1,"RUSSO-POLISH WAR (1920)","RUSSO-POLISH WAR (1920)","Lithuanian-Polish War of 1920","","http://dbpedia.org/resource/Battle_of_the_Niemen_River",117,"Lithuanian-Polish War of 1920",1,
255,"THE SPANISH CIVIL WAR","GUADALAJARA-BRIHUEGA","SPAIN","MADRID 1937",0,"PD",,0,0,0,,2,0,0,,0,,0,0,0,0,,,1,0,,0,,,,,0,0,1,,,,,1,"THE SPANISH CIVIL WAR","THE SPANISH CIVIL WAR","Spanish Civil War of 1936-1939","","http://dbpedia.org/resource/Battle_of_Guadalajara",718,"Spanish Civil War of 1936-1939",1,
256,"THE MANCHURIAN INCIDENT (1938-1939)","CHANGKUFENG-SHACHAOFENG","MANCHURIA","CHANGKUFENG",0,"PD",,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0.5,1,0,,0,0,0,0,,1,0,1,1,0,,1,1,"THE MANCHURIAN INCIDENT (1938-1939)","THE MANCHURIAN INCIDENT (1938-1939)","Changkufeng War of 1938","","http://dbpedia.org/resource/Battle_of_Lake_Khasan",133,"Changkufeng War of 1938",1,
257,"THE MANCHURIAN INCIDENT (1938-1939)","HILL 52-SHACHAOFENG","MANCHURIA","CHANGKUFENG",2,"HD","PD",0,0,0,1,0,,,0,0,0,0,0,0,0,,0,2,0,,1,1,0,0,,,0,0,0,0,,0,1,"THE MANCHURIAN INCIDENT (1938-1939)","THE MANCHURIAN INCIDENT (1938-1939)","Changkufeng War of 1938","","http://dbpedia.org/resource/Battle_of_Lake_Khasan",133,"Changkufeng War of 1938",0,
258,"THE MANCHURIAN INCIDENT (1938-1939)","CHANGKUFENG-HILL 52","MANCHURIA","CHANGKUFENG",0,"PD",,0,0,0,1,0,,,0,0,0,0,0,0,0,,1,2,0,,1,1,0,0,,,0,0,1,0,,0,1,"THE MANCHURIAN INCIDENT (1938-1939)","THE MANCHURIAN INCIDENT (1938-1939)","Changkufeng War of 1938","","http://dbpedia.org/resource/Battle_of_Lake_Khasan",133,"Changkufeng War of 1938",1,
259,"THE MANCHURIAN INCIDENT (1938-1939)","NOMONHAN-OPENING ENGAGEMENT","MANCHURIA","NOMONHAN",0,"HD",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.4,2,0,,1,1,0,0,0,0,0,0,0,0,0,0,1,"THE MANCHURIAN INCIDENT (1938-1939)","THE MANCHURIAN INCIDENT (1938-1939)","Nomonhan War of 1939","","http://dbpedia.org/resource/Battles_of_Khalkhin_Gol",136,"Nomonhan War of 1939",1,
260,"THE MANCHURIAN INCIDENT (1938-1939)","NOMONHAN-SOVIET COUNTEROFFENSIVE","MANCHURIA","NOMONHAN",0,"PD",,0,0,0,1,2,0,0,0,0,1,0,1,0,1,1,21.6,1,0,1,1,1,0,0,0,0,1,1,1,1,,0,1,"THE MANCHURIAN INCIDENT (1938-1939)","THE MANCHURIAN INCIDENT (1938-1939)","Nomonhan War of 1939","","http://dbpedia.org/resource/Battles_of_Khalkhin_Gol",136,"Nomonhan War of 1939",0,
261,"RUSSO-FINISH WAR (1939-1940)","SUOMUSSALMI","FINLAND","FINLAND 1939-40",0,"HD",,0,0,0,,2,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,,,1,1,1,1,1,1,1,0,0,1,"RUSSO-FINISH WAR (1939-1940)","RUSSO-FINISH WAR (1939-1940)","Russo-Finnish War of 1939-1940","","http://dbpedia.org/resource/Battle_of_Suomussalmi",142,"Russo-Finnish War of 1939-1940",0,
262,"WORLD WAR I (WESTERN FRONT 1914)","ALSACE-LORRAINE I","GERMANY","THE FRONTIERS",1,"DL","FD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,,35,2,0,0,0,0,0,0,0,0,,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Invasion_of_Lorraine",106,"World War I of 1914-1918",0,
263,"WORLD WAR I (WESTERN FRONT 1914)","ALSACE-LORRAINE II","GERMANY AND FRANCE","THE FRONTIERS",1,"HD","FD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Invasion_of_Lorraine",106,"World War I of 1914-1918",1,
264,"WORLD WAR I (WESTERN FRONT 1914)","THE ARDENNES","FRANCE","THE FRONTIERS",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_the_Ardennes",106,"World War I of 1914-1918",0,
265,"WORLD WAR I (WESTERN FRONT 1914)","THE SAMBRE","BELGIUM","THE FRONTIERS",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Charleroi",106,"World War I of 1914-1918",1,
266,"WORLD WAR I (WESTERN FRONT 1914)","MONS","BELGIUM","THE FRONTIERS",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Mons",106,"World War I of 1914-1918",1,
267,"WORLD WAR I (WESTERN FRONT 1914)","LE CATEAU","FRANCE","ADVANCE TO THE MARNE",1,"HD","WD",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_Le_Cateau",106,"World War I of 1914-1918",1,
268,"WORLD WAR I (WESTERN FRONT 1914)","GUISE","FRANCE","ADVANCE TO THE MARNE",0,"HD",,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,4,2,0,,0,0,0,0,0,0,0,0,,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/Battle_of_St._Quentin_(1914)",106,"World War I of 1914-1918",1,
269,"WORLD WAR I (WESTERN FRONT 1914)","HEIGHTS OF NANCY","FRANCE","THE MARNE 1914",0,"FD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13.5,1,0,0,0,0,0,0,,0,0,0,0,0,,,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front",,106,"World War I of 1914-1918",1,
270,"WORLD WAR I (WESTERN FRONT 1914)","OURCQ I","FRANCE","THE MARNE 1914",0,"HD",,0,0,0,0,,0,,0,0,0,0,0,0,,0,1,2,0,1,0,0,0,0,0,,0,,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Marne",106,"World War I of 1914-1918",0,
271,"WORLD WAR I (WESTERN FRONT 1914)","OURCQ II","FRANCE","THE MARNE 1914",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Marne",106,"World War I of 1914-1918",0,
272,"WORLD WAR I (WESTERN FRONT 1914)","PETIT MORIN","FRANCE","THE MARNE 1914",0,"HD",,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,28,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Marne",106,"World War I of 1914-1918",0,
273,"WORLD WAR I (WESTERN FRONT 1914)","TWO MORINS","FRANCE","THE MARNE 1914",0,"DL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Marne",106,"World War I of 1914-1918",0,
274,"WORLD WAR I (WESTERN FRONT 1914)","MARSHES OF ST.GOND","FRANCE","THE MARNE 1914",0,"HD",,0,0,0,0,0,0,,0,0,0,0,0,0,0,,12.8,1,0,0,0,0,0,0,,,0,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Marne",106,"World War I of 1914-1918",1,
275,"WORLD WAR I (WESTERN FRONT 1914)","VITRY LE FRANCOIS","FRANCE","THE MARNE 1914",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Marne",106,"World War I of 1914-1918",1,
276,"WORLD WAR I (WESTERN FRONT 1914)","GAP OF REVIGNY","FRANCE","THE MARNE 1914",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,,0,0,0,0,,,0,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Marne",106,"World War I of 1914-1918",1,
277,"WORLD WAR I (WESTERN FRONT 1914)","THE AISNE","FRANCE","RETREAT FROM THE MARNE",2,"HD","PD",0,0,0,0,0,0,0,0,0,0,1,,0,0,,7.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR I (WESTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Western Front","http://dbpedia.org/resource/First_Battle_of_the_Aisne",106,"World War I of 1914-1918",0,
278,"WORLD WAR I (EASTERN FRONT 1914)","STALLUPONEN","GERMANY","E PRUSSIA 1914",0,"HD",,0,0,0,0,,,,,0,0,0,,0,,,,1,,0,0,0,0,0,0,,0,0,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Stalluponen",106,"World War I of 1914-1918",0,
279,"WORLD WAR I (EASTERN FRONT 1914)","GUMBINNEN","GERMANY","E PRUSSIA 1914",0,"HD",,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Gumbinnen",106,"World War I of 1914-1918",1,
280,"WORLD WAR I (EASTERN FRONT 1914)","TANNENBERG","GERMANY","E PRUSSIA 1914",0,"HD",,0,0,0,0,2,1,2,1,0,1,0,1,0,1,1,12,1,1,0,1,0,0,0,0,2,2,1,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Tannenberg_(1914)",106,"World War I of 1914-1918",1,
281,"WORLD WAR I (EASTERN FRONT 1914)","MASURIAN LAKES","GERMANY","E PRUSSIA 1914",0,"PD",,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,85,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/First_Battle_of_the_Masurian_Lakes",106,"World War I of 1914-1918",1,
282,"WORLD WAR I (EASTERN FRONT 1914)","KRASNIK","RUSSIAN POLAND","GALICIA 1914",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Kraśnik",106,"World War I of 1914-1918",1,
283,"WORLD WAR I (EASTERN FRONT 1914)","KOMAROV","RUSSIAN POLAND","GALICIA 1914",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Komarów_(1914)",106,"World War I of 1914-1918",1,
284,"WORLD WAR I (EASTERN FRONT 1914)","GNILA LIPA","AUSTRIAN GALICIA","GALICIA 1914",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Gnila_Lipa",106,"World War I of 1914-1918",1,
285,"WORLD WAR I (EASTERN FRONT 1914)","RAVA RUSSKA","AUSTRIAN GALICIA","GALICIA 1914",0,"HD",,0,0,0,0,0,0,0,0,0,0,0,,0,0,,8,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Rawa",106,"World War I of 1914-1918",1,
286,"WORLD WAR I (EASTERN FRONT 1914)","LODZ","RUSSIAN POLAND","W POLAND 1914",0,"HD",,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,169,2,1,,1,0,0,,,1,1,1,1,0,0,0,1,"WORLD WAR I (EASTERN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Eastern Front","http://dbpedia.org/resource/Battle_of_Łódź_(1914)",106,"World War I of 1914-1918",1,
287,"WORLD WAR I (SERBIAN FRONT 1914)","THE JADAR","SERBIA","SERBIA 1914",0,"HD",,0,0,0,0,0,0,,0,0,,0,0,0,,,,1,0,,0,0,0,0,0,,0,0,0,0,0,0,1,"WORLD WAR I (SERBIAN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Balkan","http://dbpedia.org/resource/Battle_of_Cer",106,"World War I of 1914-1918",1,
288,"WORLD WAR I (SERBIAN FRONT 1914)","THE KOLUBRA","SERBIA","SERBIA 1914",0,"PD",,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,98,1,0,0,0,0,0,,1,2,0,1,0,1,0,0,1,"WORLD WAR I (SERBIAN FRONT 1914)","WORLD WAR I","World War I of 1914-1918","Balkan","http://dbpedia.org/resource/Battle_of_Kolubara",106,"World War I of 1914-1918",0,
