"isqno","nam","co","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
440,"US 88TH INF DIV(+)","MG SLOAN",17912,"US 88TH INF DIV(+)",17912,,257,,0,104,28,76,126,8,,0,,"FF","EE","RF",,,,"PP",,,5,-5,5,-5,8,TRUE,"US 88TH INF DIV(+)","USA"
441,"US 85TH INF DIV(-)(+)","MG COULTER",18030,"US 85TH INF DIV(-)(+)",18030,,287,,0,131,34,97,148,6,,0,,"FF","EE","LF","FF",,,"PP",,,5,-5,5,-5,6,TRUE,"US 85TH INF DIV(-)(+)","USA"
442,"BR 5TH INF DIV(+)","MG GREGSON-ELLIS",17345,"BR 5TH INF DIV(+)",17345,,234,,0,35,0,35,100,16,,,,"RC",,,,,,"PP","RR","WD",10,-10,10,-10,5,TRUE,"BR 5TH INF DIV(+)","Great Britain"
443,"BR 1ST INF DIV(+)","MG PENNEY",17313,"BR 1ST INF DIV(+)",17313,,194,,0,36,0,36,100,35,,,,"FF",,,,,,"RR","WD",,10,-10,10,-10,5,TRUE,"BR 1ST INF DIV(+)","Great Britain"
444,"US 1ST INF DIV(+)","MG HARMON",22374,"US 1ST INF DIV(+)",22374,,710,,0,424,152,272,152,247,93,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,"US 1ST INF DIV(+)","USA"
445,"US 3RD INF DIV(+)","MG O'DANIEL",19971,"US 3RD INF DIV(+)",19971,,1524,,0,106,17,89,201,150,15,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,"US 3RD INF DIV(+)","USA"
446,"US 85TH INF DIV(+)","MG COULTER",17925,"US 85TH INF DIV(+)",17925,,162,,0,110,17,93,138,8,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,6,TRUE,"US 85TH INF DIV(+)","USA"
447,"US 1ST ARMD DIV","MG HARMON",20683,"US 1ST ARMD DIV",20683,0,767,19916,0,462,158,304,92,8,18,,,"FF",,,"FF",,,"PP","RR","SS",5,-5,5,-5,4,TRUE,"US 1ST ARMD DIV","USA"
448,"US 45TH INF DIV(+)","MG EAGLES",19047,"US 45TH INF DIV(+)",19047,,517,,0,102,13,89,97,0,,1,0,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,TRUE,"US 45TH INF DIV(+)","USA"
449,"US 34TH INF DIV(+)","MG RYDER",18000,"US 34TH INF DIV(+)",18000,,263,,0,102,13,89,93,0,,,0,"FF",,,,,,"PP","RR",,5,-5,5,-5,3,TRUE,"US 34TH INF DIV(+)","USA"
450,"BR 5TH INF DIV","MG GREGSON-ELLIS",15557,"BR 5TH INF DIV",15557,,245,,0,35,0,35,104,0,,,0,"RC","FF",,,,,"PP",,,10,-10,10,-10,6,TRUE,"BR 5TH INF DIV","Great Britain"
451,"US 1ST ARMD DIV & 45TH INF DIV(+)","MG HARMON",29711,"US 1ST ARMD DIV & 45TH INF DIV(+)",29711,,1304,,0,281,77,204,146,35,80,1,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,4,TRUE,"US 1ST ARMD DIV & 45TH INF DIV(+)","USA"
452,"US 34TH INF DIV(-)","MG RYDER",17300,"US 34TH INF DIV(-)",17300,,825,,0,0,0,0,94,371,,,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,3,TRUE,"US 34TH INF DIV(-)","USA"
453,"US 85TH INF DIV(+)","MG COULTER",22641,"US 85TH INF DIV(+)",22641,,329,,0,106,17,89,115,66,,0,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,"US 85TH INF DIV(+)","USA"
454,"US 45TH INF DIV(+)","MG EAGLES",23604,"US 45TH INF DIV(+)",23604,,316,,0,156,17,139,121,38,8,0,,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,TRUE,"US 45TH INF DIV(+)","USA"
455,"US 3RD INF DIV(+)","MG O'DANIEL",26607,"US 3RD INF DIV(+)",26607,,710,,0,126,7,119,146,121,7,,,"FF",,,,,,"PP",,,5,-5,5,-5,8,TRUE,"US 3RD INF DIV(+)","USA"
456,"BR 1ST INF DIV & 5TH INF DIV(+)","MG PENNEY",38011,"BR 1ST INF DIV & 5TH INF DIV(+)",38011,,572,,0,71,0,71,200,3,,,,"FF",,,,,,"PP",,,10,-10,10,-10,5,TRUE,"BR 1ST INF DIV & 5TH INF DIV(+)","Great Britain"
457,"US 85TH INF DIV(+)","MG COULTER",15721,"US 85TH INF DIV(+)",15721,0,560,15161,0,70,17,53,145,100,,,,"FF",,,"FF",,,"PP",,,5,-5,5,-5,6,TRUE,"US 85TH INF DIV(+)","USA"
458,"US 29TH INF DIV(+)","MG GERHARDT",18228,"US 29TH INF DIV(+)",18228,,2777,,0,107,17,90,120,33,,,0,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,"US 29TH INF DIV(+)","USA"
459,"BR 2ND ARMY","LG DEMPSEY",76213,"BR 2ND ARMY",76213,,4011,,0,1369,205,1164,720,4000,493,,,"FF",,,,,,"PP","SS",,10,-10,10,-10,5,TRUE,"BR 2ND ARMY","Great Britain"
460,"US 7TH CORPS","MG COLLINS",126000,"US 7TH CORPS",126000,,1510,,0,650,176,474,792,800,,,,"FF",,,,,,"BB",,,10,-10,10,-10,7,TRUE,"US 7TH CORPS","USA"
461,"GER 47TH PZ CORPS","GEN FUNCK",25497,"GER 47TH PZ CORPS",25497,,4800,,0,120,0,120,218,,100,,,"FF",,,,,,"PP","RR","WD",25,-25,25,-25,3,TRUE,"GER 47TH PZ CORPS","Germany"
462,"US 7TH ARMD DIV","MG SILVESTER",15646,"US 7TH ARMD DIV",15646,0,113,15533,0,317,78,239,146,0,,,0,"DE",,,,,,"PP","SS",,5,-5,5,-5,5,TRUE,"US 7TH ARMD DIV","USA"
463,"US 7TH ARMD DIV","MG SILVESTER",17232,"US 7TH ARMD DIV",17232,0,99,17133,0,318,79,239,146,46,21,,,"RC",,,"RC",,,"PP",,,5,-5,5,-5,6,TRUE,"US 7TH ARMD DIV","USA"
464,"US 20TH CORPS","MG WALKER",40619,"US 20TH CORPS",40619,,234,,0,472,137,335,296,73,21,,,"RC",,,"RC",,,"PP",,,5,-5,5,-5,8,TRUE,"US 20TH CORPS","USA"
465,"US 20TH CORPS","MG WALKER",59631,"US 20TH CORPS",59631,,1647,,0,585,154,431,520,338,19,,,"RC",,,,,,"RR","RR","SS",5,-5,5,-5,5,TRUE,"US 20TH CORPS","USA"
466,"US 20TH CORPS","MG WALKER",60794,"US 20TH CORPS",60794,0,359,60435,0,472,137,335,296,30,,,,,,,,,,,,,5,-5,5,-5,3,TRUE,"US 20TH CORPS","USA"
467,"GER 111TH & 113TH PZ BDES(+)","GEN KRUEGER",7500,"GER 111TH & 113TH PZ BDES(+)",,,779,,0,126,0,126,12,0,87,,0,"FF",,,,,,"RR",,,25,-25,10,-10,3,TRUE,"GER 111TH & 113TH PZ BDES(+)","Germany"
468,"US 19TH CORPS","MG CORLETT",32283,"US 19TH CORPS",25345,12006,1477,35874,0,312,,,234,,79,0,,"RC","FF",,,,,"PP",,,5,-5,5,-5,5,TRUE,"US 19TH CORPS","USA"
469,"US 28TH INF DIV(+)","MG COTA",20493,"US 28TH INF DIV(+)",,3903,3683,,0,91,17,74,162,,47,,,"RC","FF",,,,,"PP","RR",,10,-10,5,-5,3,TRUE,"US 28TH INF DIV(+)","USA"
470,"US 12TH CORPS","MG EDDY",99583,"US 12TH CORPS",99583,,4265,,0,764,199,565,543,52,89,,,"RC","FF",,,,,"PP","RR",,5,-5,5,-5,7,TRUE,"US 12TH CORPS","USA"
471,"US 4TH ARMD DIV(+)","MG WOOD",43587,"US 4TH ARMD DIV(+)",43587,,720,,0,326,78,248,239,13,8,,,"FF",,,,,,"PP","SS",,5,-5,5,-5,6,TRUE,"US 4TH ARMD DIV(+)","USA"
472,"US COMBAT COMMAND 'B', 4TH ARMD DIV(+)","BG DAGER",25881,"US COMBAT COMMAND 'B', 4TH ARMD DIV(+)",25881,,1006,,0,202,49,153,142,0,,,0,"FF",,,,,,"PP",,,5,-5,5,-5,6,TRUE,"US COMBAT COMMAND 'B', 4TH ARMD DIV(+)","USA"
473,"US 12TH CORPS","MG EDDY",92393,"US 12TH CORPS",92393,,3223,,0,524,161,363,515,0,38,,0,"FF",,,,,,"PP",,,5,-5,5,-5,8,TRUE,"US 12TH CORPS","USA"
474,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)","LCOL ABRAMS",10348,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)",10348,,185,,0,115,29,86,158,0,,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)","USA"
475,"US 12TH CORPS","MG EDDY",88941,"US 12TH CORPS",88941,,3279,,0,642,160,482,519,20,67,,,"FF",,,,,,"PP",,,5,-5,5,-5,7,TRUE,"US 12TH CORPS","USA"
476,"US COMBAT COMMAND 'B', 4TH ARMD DIV(-)","BG DAGER",7935,"US COMBAT COMMAND 'B', 4TH ARMD DIV(-)",7935,,58,,0,106,30,76,51,0,4,,0,"RC","FF",,,,,"PP",,,5,-5,5,-5,6,TRUE,"US COMBAT COMMAND 'B', 4TH ARMD DIV(-)","USA"
477,"US 4TH ARMD DIV","MG WOOD",15871,"US 4TH ARMD DIV",15871,0,56,15815,0,211,59,152,194,0,4,,0,"FF",,,,,,"PP","SS",,5,-5,5,-5,6,TRUE,"US 4TH ARMD DIV","USA"
478,"US 4TH ARMD DIV(+)","MG WOOD",16232,"US 4TH ARMD DIV(+)",16232,,110,,0,211,59,152,104,0,10,,0,"FF",,,,,,"RR","PP",,5,-5,5,-5,6,TRUE,"US 4TH ARMD DIV(+)","USA"
479,"US 12TH CORPS","MG EDDY",90078,"US 12TH CORPS",90078,,482,,0,624,176,448,543,0,20,,0,"FF",,,,,,"PP","RR","SS",5,-5,5,-5,5,TRUE,"US 12TH CORPS","USA"
480,"US 4TH ARMD DIV(+)","MG WOOD",19773,"US 4TH ARMD DIV(+)",19773,,234,,0,237,65,172,156,0,3,,0,"FF","EE","LF",,,,"PP",,,5,-5,5,-5,7,TRUE,"US 4TH ARMD DIV(+)","USA"
481,"US 12TH CORPS","MG EDDY",89977,"US 12TH CORPS",89977,,835,,0,624,176,448,565,19,42,,,"FF",,,,,,"PP",,,5,-5,5,-5,8,TRUE,"US 12TH CORPS","USA"
482,"US 4TH ARMD DIV(-)(+)","MG GAFFEY",15224,"US 4TH ARMD DIV(-)(+)",15224,0,155,15069,0,211,59,152,104,0,13,,0,"FF",,,"FF",,,"PP","RR","SS",5,-5,5,-5,5,TRUE,"US 4TH ARMD DIV(-)(+)","USA"
483,"GER 212TH VOLKSGRENADIER DIV","MG SENSFUSS",10000,"GER 212TH VOLKSGRENADIER DIV",,,268,9732,0,4,0,4,68,0,2,,0,"RC","FF","EE",,,,"PP","SS",,15,-15,15,-15,5,TRUE,"GER 212TH VOLKSGRENADIER DIV","Germany"
484,"GER 66TH CORPS(-)","GEN LUCHT",87000,"GER 66TH CORPS(-)",,,4306,82694,0,251,0,251,94,0,66,,0,"FF",,,,,,"RR","PP",,25,-25,25,-25,5,TRUE,"GER 66TH CORPS(-)","Germany"
485,"GER 67TH PZ CORPS (ELMS)","GEN VON LUETTWITZ",36678,"GER 67TH PZ CORPS (ELMS)",,,3000,33678,0,359,0,359,313,0,50,,0,"FF","EE","LF",,,,"PP",,,25,-25,25,-25,5,TRUE,"GER 67TH PZ CORPS (ELMS)","Germany"
486,"GER 19TH PZ CORPS","GEN GUDERIAN",48000,"GER 19TH PZ CORPS",48000,,800,,0,600,450,150,202,2000,,,,"RC",,,"RC",,,"BB",,,25,-25,25,-25,8,TRUE,"GER 19TH PZ CORPS","Germany"
487,"JAP 5TH INF DIV(-)","LG MATSUI",7000,"JAP 5TH INF DIV(-)",7000,0,600,6400,0,40,20,20,52,100,,,,"FF",,,,,,"RR","BB",,10,-25,25,-25,8,TRUE,"JAP 5TH INF DIV(-)","Japan"
488,"GER 1ST PZ GROUP","GEN VON KLEIST",132000,"GER 1ST PZ GROUP",132000,,3960,,0,765,215,550,366,1200,60,,,"FF","RC",,"EE","RF",,"BB","PS",,15,-15,20,-20,8,TRUE,"GER 1ST PZ GROUP","Germany"
489,"GER AG CENTER","FM VON BOCK",1100000,"GER AG CENTER",1100000,,253000,,0,1800,,,5746,,990,,600,"FF","EE","DE","FF","EE",,"PP","SS",,15,-15,20,-20,5,TRUE,"GER AG CENTER","Germany"
490,"SOV KALININ AG(+)","MARSHAL STALIN",1060300,"SOV KALININ AG(+)",1060300,,139000,,0,667,,,3440,,290,450,,"FF","DE",,,,,"BB",,,20,-20,25,-25,7,TRUE,"SOV KALININ AG(+)","USSR"
491,"SOV 20TH COMBINED ARMS ARMY","GEN REYTER",54180,"SOV 20TH COMBINED ARMS ARMY",54180,37300,21327,70153,0,539,,,876,,260,98,,"FF","EE","RC","FE","LF",,"PP",,,20,-20,20,-20,6,TRUE,"SOV 20TH COMBINED ARMS ARMY","USSR"
492,"SOV 2ND ASSAULT ARMY(+)","GEN ROMANOVSKIY",120000,"SOV 2ND ASSAULT ARMY(+)",120000,,28000,,0,316,90,226,1173,350,,,,"FF",,,"FE","LF",,"BB",,,20,-20,25,-25,7,TRUE,"SOV 2ND ASSAULT ARMY(+)","USSR"
493,"GER 48TH PZ CORPS","GEN KNOBELSDORFF",62000,"GER 48TH PZ CORPS",62000,,1364,,0,320,,,410,,42,31,,"FF",,,"LF","RF",,"PP",,,15,-15,20,-20,6,TRUE,"GER 48TH PZ CORPS","Germany"
494,"GER 4TH PZ ARMY","GEN HOTH",140000,"GER 4TH PZ ARMY",140000,0,3180,136820,0,868,,,470,900,134,,,"FF",,,,,,"PP",,,15,-15,20,-20,6,TRUE,"GER 4TH PZ ARMY","Germany"
495,"GER 48TH PZ CORPS","GEN KNOBELSDORFF",60000,"GER 48TH PZ CORPS",,,3500,56500,0,280,,,375,,110,43,,"FF",,,"EE","LF",,"PP",,,15,-15,20,-20,6,TRUE,"GER 48TH PZ CORPS","Germany"
496,"GER 48TH PZ CORPS","GEN KNOBELSDORFF",56000,"GER 48TH PZ CORPS",56000,,2900,,0,205,,,323,,85,,,"FF",,,,,,"PP","RR","SS",15,-15,20,-20,4,TRUE,"GER 48TH PZ CORPS","Germany"
497,"SOV STEPPE ARMY GROUP","GEN KONEV",78000,"SOV STEPPE ARMY GROUP",78000,,5700,,0,650,,,1380,,380,47,,"FF",,,,,,"PP","SS",,20,-20,25,-25,5,TRUE,"SOV STEPPE ARMY GROUP","USSR"
498,"SOV VORONEZH AG(+)","GEN VATUTIN",980600,"SOV VORONEZH AG(+)",980600,,117700,,0,2293,,,6220,,1340,,,"FF","DE",,"EE","LF",,"BB",,,20,-20,25,-25,8,TRUE,"SOV VORONEZH AG(+)","USSR"
499,"SOV 53RD ARMY","GEN MANAGOROV",70000,"SOV 53RD ARMY",70000,,11676,,0,291,,,2088,,,,,"FF",,,"EE","LF",,"BB",,,20,-20,25,-25,7,TRUE,"SOV 53RD ARMY","USSR"
500,"SOV 4TH UKRANIAN AG","GEN TOLBUKHIN",524724,"SOV 4TH UKRANIAN AG",524724,,79000,,0,778,,,3450,,460,,,"FF","RC","EE","EE","RF",,"BB",,,20,-20,25,-25,8,TRUE,"SOV 4TH UKRANIAN AG","USSR"
501,"SOV FIRST UKRAINIAN AG(+)","GEN VATUTIN",254950,"SOV FIRST UKRAINIAN AG(+)",254950,,63500,,0,451,,,2650,15290,360,,,"DE",,,,,,"BB",,,20,-20,25,-25,7,TRUE,"SOV FIRST UKRAINIAN AG(+)","USSR"
502,"SOV 109TH RIFLE DIV(+)",,25100,"SOV 109TH RIFLE DIV(+)",25100,0,610,24490,0,6,0,6,201,,3,,,"FF","RC",,"EE","LF",,"BB",,,20,-20,20,-20,6,TRUE,"SOV 109TH RIFLE DIV(+)","USSR"
503,"SOV 4TH UKRANIAN AG","GEN TOLBUKHIN",397607,"SOV 4TH UKRANIAN AG",397607,,35500,,0,490,,,3890,,31,,,"FF","DE",,"EE","LF",,"BB",,,20,-20,25,-25,8,TRUE,"SOV 4TH UKRANIAN AG","USSR"
504,"SOV 3RD GDS MECH CORPS","LG OBUKHOV",16100,"SOV 3RD GDS MECH CORPS",16100,,670,,0,196,,,215,,35,14,,"FF","DE",,,,,"BB",,,20,-20,25,-25,7,TRUE,"SOV 3RD GDS MECH CORPS","USSR"
505,"SOV 1ST UKRAINIAN AG","MARSHAL KONEV",1200000,"SOV 1ST UKRAINIAN AG",1200000,,37400,,0,1979,,,11265,30366,1285,,,"FF","EE","RF","EE","LF",,"BB",,,20,-20,20,-20,8,TRUE,"SOV 1ST UKRAINIAN AG","USSR"
506,"SOV 15TH RIFLE CORPS","MG TERTISHNIY",39000,"SOV 15TH RIFLE CORPS",39000,0,980,38020,0,34,,,730,139,14,11,,"FF",,,,,,"PP",,,20,-20,20,-20,7,TRUE,"SOV 15TH RIFLE CORPS","USSR"
507,"SOV 15TH RIFLE CORPS","MG TERTISHNIY",38500,"SOV 15TH RIFLE CORPS",38500,0,1750,36750,0,55,,,718,3288,34,9,,"FF",,,,,,"PP",,,20,-20,20,-20,7,TRUE,"SOV 15TH RIFLE CORPS","USSR"
508,"SOV 91ST RIFLE CORPS","MG VOLKOV",12700,"SOV 91ST RIFLE CORPS",12700,,1150,,0,0,0,0,205,,0,6,,"RC","FF",,,,,"PP",,,20,-20,25,-25,6,TRUE,"SOV 91ST RIFLE CORPS","USSR"
509,"SOV 91ST RIFLE CORPS","MG VOLKOV",17550,"SOV 91ST RIFLE CORPS",17550,,3040,,0,34,,,308,,27,9,,"FF",,,,,,"RR",,,20,-20,25,-25,5,TRUE,"SOV 91ST RIFLE CORPS","USSR"
510,"SOV 2ND AG(+)","GEN MALINOVSKY",1250000,"SOV 2ND AG(+)",1250000,,135000,,0,1428,,,10469,,335,,,"DE",,,"FF",,,"BB",,,20,-20,25,-25,9,TRUE,"SOV 2ND AG(+)","USSR"
511,"SOV 1ST BYELORUSSIAN AG(+)","MARSHAL ZHUKOV",2200000,"SOV 1ST BYELORUSSIAN AG(+)",2200000,,46900,,0,4230,,,17990,,1396,,,"FF","DE",,"EE","RF",,"BB",,,20,-20,25,-25,9,TRUE,"SOV 1ST BYELORUSSIAN AG(+)","USSR"
512,"SOV 2ND BYELORUSSIAN AG(+)","MARSHAL ROKOSSOVSKIY",1220000,"SOV 2ND BYELORUSSIAN AG(+)",1220000,,112000,,0,2035,,,15540,,1060,,,"FF","DE",,"EE","RF",,"BB",,,20,-20,25,-25,7,TRUE,"SOV 2ND BYELORUSSIAN AG(+)","USSR"
513,"SOV 90TH RIFLE DIV","GEN LYASHCHENKO",10800,"SOV 90TH RIFLE DIV",10800,,685,,0,73,,,420,,31,6,,"FF",,,,,,"PP","SS",,20,-20,25,-25,6,TRUE,"SOV 90TH RIFLE DIV","USSR"
514,"SOV 90TH RIFLE DIV","GEN LYASHCHENKO",12115,"SOV 90TH RIFLE DIV",12115,,850,,0,190,,,414,,39,5,,"FF",,,,,,"PP",,,20,-20,25,-25,6,TRUE,"SOV 90TH RIFLE DIV","USSR"
515,"SOV 57TH GDS RIFLE DIV(+)","MG ZALIZYUK",13600,"SOV 57TH GDS RIFLE DIV(+)",13293,1110,474,13929,0,78,,,233,160,54,,,"FF",,,,,,"BB",,,20,-20,20,-20,6,TRUE,"SOV 57TH GDS RIFLE DIV(+)","USSR"
516,"SOV 5TH COMBINED ARMS ARMY","COL GEN KRYLOV",147000,"SOV 5TH COMBINED ARMS ARMY",147000,,10000,,0,770,,,1786,800,,,,"RC",,,"EE","LF",,"BB",,,20,-20,25,-25,9,TRUE,"SOV 5TH COMBINED ARMS ARMY","USSR"
517,"US 2ND MAR DIV(-)","MG SMITH",9000,"US 2ND MAR DIV(-)",5000,4000,3302,5698,0,46,0,46,278,,6,0,,"FF",,,,,,"BB",,,5,-5,1,-1,7,TRUE,"US 2ND MAR DIV(-)","USA"
518,"US 5TH AMPH CORPS","MG SCHMIDT",33915,"US 5TH AMPH CORPS",33915,,6845,,0,144,0,144,474,300,11,0,26,"FF",,,,,,"PP",,,10,-10,10,-10,7,TRUE,"US 5TH AMPH CORPS","USA"
519,"US 28TH MAR RGT","COL LIVERSEDGE",3200,"US 28TH MAR RGT",3200,,510,,0,23,0,23,330,40,0,0,0,"FF",,,,,,"BB",,,10,-10,10,-10,7,TRUE,"US 28TH MAR RGT","USA"
520,"US 3RD MAR DIV(+)","GEN SMITH",32000,"US 3RD MAR DIV(+)",32000,,3885,,0,144,0,144,804,175,0,0,0,"FF",,,,,,"BB",,,10,-10,10,-10,8,TRUE,"US 3RD MAR DIV(+)","USA"
521,"US 7TH INF DIV(+)","MG ARNOLD",22888,"US 7TH INF DIV(+)",22888,,158,,0,134,73,61,95,395,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,"US 7TH INF DIV(+)","USA"
522,"US 7TH INF DIV(+)","MG ARNOLD",18398,"US 7TH INF DIV(+)",18398,,286,,0,134,73,61,173,158,5,,,"FF","EE","LF",,,,"RR","PP",,0,-5,5,-5,7,TRUE,"US 7TH INF DIV(+)","USA"
523,"US 7TH INF DIV(+)","MG ARNOLD",18111,"US 7TH INF DIV(+)",18111,,466,,0,151,73,78,221,123,5,,,"FF","EE","RF",,,,"PP","SS",,0,-5,5,-5,7,TRUE,"US 7TH INF DIV(+)","USA"
524,"US 7TH INF DIV(+)","MG ARNOLD",16291,"US 7TH INF DIV(+)",16291,,740,,0,125,56,69,221,526,18,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,"US 7TH INF DIV(+)","USA"
525,"US 7TH INF DIV(+)","MG ARNOLD",14594,"US 7TH INF DIV(+)",14594,,269,,0,126,56,70,203,125,3,,,"DE",,,,,,"RR","SS",,0,-5,5,-5,3,TRUE,"US 7TH INF DIV(+)","USA"
526,"US 7TH INF DIV(+)","MG ARNOLD",15986,"US 7TH INF DIV(+)",15986,,182,,0,123,56,67,226,129,11,,,"EE","LF",,"EE","RF",,"RR","SS",,0,-5,5,-5,4,TRUE,"US 7TH INF DIV(+)","USA"
527,"US 7TH INF DIV(+)","MG ARNOLD",15764,"US 7TH INF DIV(+)",15764,,398,,0,126,70,56,329,269,4,,,"DE",,,,,,"RR","SS",,0,-5,5,-5,3,TRUE,"US 7TH INF DIV(+)","USA"
528,"JAP 24TH DIV(-)","LG AMAMIYA",6850,"JAP 24TH DIV(-)",6850,,3704,,0,0,0,0,60,,0,25,,"FF","EE","LF",,,,"RR",,,20,-20,20,-20,3,TRUE,"JAP 24TH DIV(-)","Japan"
529,"US 7TH INF DIV(+)","MG ARNOLD",15109,"US 7TH INF DIV(+)",15109,,114,,0,140,73,67,209,173,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,"US 7TH INF DIV(+)","USA"
530,"US 7TH INF DIV(+)","MG ARNOLD",16043,"US 7TH INF DIV(+)",16043,,170,,0,0,0,0,50,21,0,,,"EE","RF",,,,,"PP",,,0,-5,5,-5,7,TRUE,"US 7TH INF DIV(+)","USA"
531,"JAP 24TH DIV(-)","LG AMAMIYA",4000,"JAP 24TH DIV(-)",4000,0,1269,2731,0,0,0,0,8,0,0,,0,"FF","EE","RF","FF",,,"RR",,,20,-20,20,-20,6,TRUE,"JAP 24TH DIV(-)","Japan"
532,"US 7TH INF DIV(+)","MG ARNOLD",15840,"US 7TH INF DIV(+)",15840,,124,,0,0,0,0,171,0,0,,0,"FF",,,"FF",,,"RR","WD",,0,-5,5,-5,6,TRUE,"US 7TH INF DIV(+)","USA"
533,"US 7TH INF DIV(+)","MG ARNOLD",15205,"US 7TH INF DIV(+)",15205,,182,,0,79,17,62,150,47,0,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,6,TRUE,"US 7TH INF DIV(+)","USA"
534,"US 7TH INF DIV(+)","MG ARNOLD",16091,"US 7TH INF DIV(+)",16091,,193,,0,122,44,78,129,98,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,7,TRUE,"US 7TH INF DIV(+)","USA"
535,"US 7TH INF DIV(+)","MG ARNOLD",16002,"US 7TH INF DIV(+)",16002,,248,,0,122,44,78,180,53,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,8,TRUE,"US 7TH INF DIV(+)","USA"
536,"US 7TH INF DIV(+)","MG ARNOLD",5237,"US 7TH INF DIV(+)",5237,,48,,0,40,14,26,53,0,0,,,"FF",,,,,,"PP","SS",,0,-5,5,-5,8,TRUE,"US 7TH INF DIV(+)","USA"
537,"US 7TH INF DIV(+)","MG ARNOLD",15808,"US 7TH INF DIV(+)",15808,,317,,0,109,39,70,141,27,0,,,"FF",,,,,,"PP",,,0,-5,5,-5,8,TRUE,"US 7TH INF DIV(+)","USA"
538,"US 96TH DIV(+)","MG BRADLEY",19082,"US 96TH DIV(+)",19082,,282,,0,138,77,61,95,395,5,,,"FF",,,,,,"PP",,,0,-5,5,-5,6,TRUE,"US 96TH DIV(+)","USA"
539,"US 96TH DIV(+)","MG BRADLEY",18388,"US 96TH DIV(+)",18388,,555,,0,74,18,56,174,315,9,,,"FF",,,,,,,,,0,-5,5,-5,6,TRUE,"US 96TH DIV(+)","USA"
540,"US 96TH DIV(+)","MG BRADLEY",21247,"US 96TH DIV(+)",21247,,1079,,0,0,0,0,246,166,0,,,"FF","DE",,"FF",,,"RR",,,0,-5,5,-5,4,TRUE,"US 96TH DIV(+)","USA"
541,"US 96TH DIV(+)","MG BRADLEY",17163,"US 96TH DIV(+)",17163,,879,,0,100,26,74,228,637,11,,,"FF","DE",,,,,"PP",,,0,-5,5,-5,6,TRUE,"US 96TH DIV(+)","USA"
542,"US 96TH DIV(+)","MG BRADLEY",18095,"US 96TH DIV(+)",18095,,479,,0,97,31,66,200,225,10,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,5,TRUE,"US 96TH DIV(+)","USA"
543,"US 96TH DIV(+)","MG BRADLEY",19714,"US 96TH DIV(+)",19714,,502,,0,121,45,76,157,162,6,,,"FF",,,"FF",,,"RR","PP","SS",0,-5,5,-5,5,TRUE,"US 96TH DIV(+)","USA"
544,"US 96TH DIV(+)","MG BRADLEY",20973,"US 96TH DIV(+)",20973,,590,,0,129,59,70,210,240,4,,,"FF",,,"FF",,,"PP","SS",,0,-5,5,-5,5,TRUE,"US 96TH DIV(+)","USA"
545,"US 96TH DIV(+)","MG BRADLEY",19658,"US 96TH DIV(+)",19658,,313,,0,140,73,67,183,45,3,,,"EE","RF",,"FF",,,"PP","SS",,0,-5,5,-5,7,TRUE,"US 96TH DIV(+)","USA"
546,"US 96TH DIV(+)","MG BRADLEY",18777,"US 96TH DIV(+)",18777,,112,,0,113,46,67,177,151,0,,,"FF",,,,,,"RR","PP","SS",0,-5,5,-5,5,TRUE,"US 96TH DIV(+)","USA"
547,"US 96TH DIV(+)","MG BRADLEY",18660,"US 96TH DIV(+)",18660,,88,,0,117,50,67,172,0,2,,0,"FF",,,,,,"RR","PP","SS",0,-5,5,-5,5,TRUE,"US 96TH DIV(+)","USA"
548,"US 96TH DIV(+)","MG BRADLEY",19047,"US 96TH DIV(+)",19047,,576,,0,115,50,65,206,76,4,,,"FF",,,,,,"PP",,,0,-5,5,-5,7,TRUE,"US 96TH DIV(+)","USA"
549,"IS PELED ARMD DIV(-)","BG PELED",10900,"IS PELED ARMD DIV(-)",10900,0,225,10675,0,100,0,100,36,12,18,,,"FF","DE",,,,,"PP",,,15,-15,15,-15,7,TRUE,"IS PELED ARMD DIV(-)","Israel"
