"isqno","nam","co","wof1","wof2","wof3","str","code","intst","rerp","cas","finst","cav","tank","lt","mbt","arty","fly","ctank","carty","cfly","pri1","pri2","pri3","sec1","sec2","sec3","reso1","reso2","reso3","strpl","strmi","caspl","casmi","ach","attacker","surp","countries"
22,"SCOT ROY ARMY","MONTROSE",1.1,,,3000,,3000,0,1,2999,0,0,0,0,0,0,0,0,0,"DO","FF",,,,"0","PS",,,23,0,200,0,9,FALSE,,"Royalist"
23,"SCOT COV ARMY","BAILLIE",0.7,,,6800,,6800,0,6000,800,800,0,0,0,0,0,0,0,0,"DD",,,,,"0","WL",,,0,-10,0,-2,2,FALSE,,"Parliamentarian"
24,"ENG ROY ARMY","CHARLES I",2,,,10000,,10000,0,500,9500,2000,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,0,-10,50,0,7,FALSE,,"Royalist"
25,"ENG PARL ARMY","FAIRFAX",1.6,,,13000,,13000,0,1000,12000,6000,0,0,0,13,0,0,0,0,"DO","FF",,,,"0","PS",,,3,0,10,-10,9,FALSE,,"Parliamentarian"
26,"SCOT ROY ARMY","HAMILTON",0.6,,,21000,,21000,0,5000,16000,3600,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,14,-20,60,0,3,FALSE,,"Scottish Royalist"
27,"SCOT ROY ARMY","LESLIE",2.7,,,22000,,22000,0,13000,9000,6000,0,0,0,30,0,0,30,0,"DD",,,,,"0","WL",,,18,-9,0,-8,4,FALSE,,"Scottish Royalist"
28,"SCOT ROY ARMY","CHARLES II",5.6,,,16000,,16000,0,9000,7000,4000,0,0,0,,0,0,,0,"DO","FF",,,,"0","WL",,,0,-10,0,-10,4,FALSE,,"Scottish Royalist"
29,"FR REB ARMY","CONDE",1.5,,,6000,,6000,0,2000,4000,,0,0,0,6,0,0,6,0,"DD",,,,,"0","WD",,,10,-10,5,-5,5,FALSE,,"Conde Rebels"
30,"SP ARMY","DON JUAN",4.4,,,12000,,12000,0,7000,5000,7000,0,0,0,0,0,0,0,0,"DO","FF",,,,"0","WL",,,17,0,0,-29,3,FALSE,,"Spain"
31,"IMP ALLIED ARMY","MONTECUCCOLI",4.1,,,30000,,30000,0,2000,28000,10000,0,0,0,25,0,0,0,0,"DO","DE",,,,"0",,,,0,-17,10,0,9,FALSE,,"Holy Roman Empire"
32,"TURK ARMY","KARA MUSTAFA",8,,,107000,,107000,0,10000,97000,47000,0,0,0,500,0,0,370,0,"DD",,,,,"0","WD",,,29,0,25,-50,3,FALSE,,"Ottoman Empire"
33,"TURK ARMY","HUSSEIN PASHA",,,,80000,,80000,0,30000,50000,,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-63,25,-25,3,FALSE,,"Ottoman Empire"
34,"IMP ALLIED ARMY","CAPARA",5,,,7500,,7500,0,2500,5000,6000,0,0,0,0,0,0,0,0,"DO","FF",,,,"0","WD",,,20,0,4,-20,4,FALSE,,"Holy Roman Empire"
35,"DU ALLIED ARMY","ORANGE",1.8,,,70000,,70000,0,14000,56000,15000,0,0,0,,0,0,4,0,"DD",,,,,"0","WD",,,0,-7,43,0,5,FALSE,,"Dutch Republic"
36,"IMP ALLIED ARMY","BOURNONVILLE",7,,,31700,,31700,0,2500,29200,14500,0,0,0,58,0,0,10,0,"DO","FF","EE",,,"0","PP","WD",,20,0,60,0,6,FALSE,,"Holy Roman Empire"
37,"IMP ALLIED ARMY","BOURNONVILLE",,,,30000,,30000,0,3400,26600,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,67,0,0,-6,4,FALSE,,"Holy Roman Empire"
38,"SW ARMY","WRANGEL",2,,,6400,,6400,0,2500,3900,6400,0,0,0,38,0,0,6,0,"DO","FF",,,,"0","WD",,,72,0,0,-20,4,FALSE,,"Sweden"
39,"ENG ARMY","FEVERSHAM",1.2,,,3000,,3000,0,300,2700,510,0,0,0,16,0,0,,0,"DO","DE",,,,"0","BB","PS",,0,-17,33,0,7,FALSE,,"England"
40,"ENG ARMY","MACKAY",1,,,3400,,3400,0,1900,1500,100,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,17,0,84,0,2,FALSE,,"England"
41,"ALLIED ARMY","WALDECK",1,3.2,,35000,,35000,0,130,34870,,0,0,0,,0,0,,0,"DO","DE",,,,"0","PP",,,0,-14,131,-28,7,FALSE,,"Dutch Republic"
42,"ALLIED ARMY","WALDECK",,,,38000,,38000,0,19000,19000,,0,0,0,,0,0,49,0,"DD",,,,,"0","WL",,,0,-21,0,-37,3,FALSE,,"Dutch Republic"
43,"ENG & IRISH REB ARMY","JAMES II",5,,,23000,,23000,0,1500,21500,5000,0,0,0,6,0,0,6,0,"DO","FF",,,,"0","WD",,,2,0,7,0,5,FALSE,,"Jacobites"
44,"ENG & IRISH REB ARMY","ST. RUTH",4.8,,,25000,,25000,0,4400,20600,,0,0,0,6,0,0,6,0,"DD",,,,,"0","WD",,,0,-44,36,0,4,FALSE,,"Jacobites"
45,"FR ARMY","LUXEMBOURG",5.2,,,57000,,57000,0,7000,50000,12000,0,0,0,60,0,0,8,0,"DD",,,,,"0","WD",,,5,0,0,-1,7,FALSE,,"France"
46,"ALLIED ARMY","WILLIAM III",8.600001,,,50000,,50000,0,14000,36000,20000,0,0,0,84,0,0,84,0,"DD",,,,,"0","WD",,,0,-5,29,-25,3,FALSE,,"England"
47,"ALLIED ARMY","DUKE OF SAVOY",,,,36000,,36000,0,11000,25000,11000,0,0,0,31,0,0,31,0,"DD",,,,,"0","WL",,,0,-6,0,-50,2,FALSE,,"Savoy"
48,"TURK ARMY","MUSTAFA II",2.7,,,100000,,100000,0,30000,70000,40000,0,0,0,200,0,0,145,0,"DD",,,,,"0","AA",,,0,-20,0,-33,2,FALSE,,"Ottoman Empire"
49,"RUSS ARMY","PETER THE GREAT",3.2,2.2,,80000,,80000,0,1300,78700,8500,0,0,0,100,0,0,,0,"DO","FF",,"DE",,"0","BB","PS",,33,-33,280,0,8,FALSE,,"Russia"
50,"FR & BAV ARMY","TALLARD, MARSIN & MAX EMMANUEL OF BAVARIA",7.1,,,56000,,56000,0,34190,21810,17000,0,0,0,90,0,0,60,0,"DD",,,,,"0","WL",,,13,-7,0,-12,3,FALSE,,"France|Bavaria"
51,"FR & BAV ARMY","VILLEROY & MAX EMMANUEL OF BAVARIA",5.2,,,60000,,60000,0,19000,41000,17000,0,0,0,70,0,0,54,0,"DD",,,,,"0","WL",,,3,0,0,-32,3,FALSE,,"France|Bavaria"
52,"FR & BAV ARMY","VENDOME & BURGUNDY",6,,,85000,,85000,0,15000,70000,20000,0,0,0,50,0,0,25,0,"DO","FF",,,,"0","WL",,,0,-6,33,-7,3,FALSE,,"France|Bavaria"
53,"FR & BAV ARMY","VILLARS & BOUFFLERS",8.8,,,80000,,80000,0,12000,68000,25000,0,0,0,60,0,0,16,0,"DO","FF",,,,"0","WD",,,19,0,17,0,7,FALSE,,"France|Bavaria"
54,"TURK ARMY","ALI PASHA",,,,60000,,60000,0,6000,54000,20000,0,0,0,159,0,0,159,0,"DO","FF",,,,"0","PP","RR","WD",67,0,233,0,2,FALSE,,"Ottoman Empire"
55,"PR ARMY","FREDERICK II",4.3,,,22000,,22000,0,4850,17150,4500,0,0,0,50,0,0,0,0,"DO","FF",,,,"0",,,,0,-2,0,-5,7,FALSE,,"Prussia"
56,"PR ARMY","FREDERICK II",3.7,,,24500,,24500,0,4819,19681,7000,0,0,0,82,0,0,,0,"DO","FF",,"EE","RR","0","BB","PS",,14,0,4,0,8,FALSE,,"Prussia"
57,"FR ARMY","NOAILLES",2.2,,,26000,,26000,0,4000,22000,4000,0,0,0,56,0,0,0,0,"DO","FF",,,,"0","RR","WD",,123,0,20,0,3,FALSE,,"France"
58,"FR ARMY","SAXE",4,,,60000,,60000,0,6000,54000,15000,0,0,0,100,0,0,0,0,"DO","FF",,,,"0",,,,16,0,14,0,8,FALSE,,"France"
59,"AUS & SAX ARMY","LORRAINE",5.5,5.5,,66000,,66000,0,13176,52824,22000,0,0,0,121,0,0,63,0,"DO","FF",,,,"0","WD",,,14,0,15,0,3,FALSE,,"Habsburg Empire|Saxony"
60,"AUS & SAX ARMY","LORRAINE",3.2,,,41000,,41000,0,7444,33556,12700,0,0,0,98,0,0,19,0,"DD",,,,,"0","WD",,,0,-7,1,0,4,FALSE,,"Habsburg Empire|Saxony"
61,"SAX ARMY","RUTKOWSKI",3,,,31200,,31200,0,6630,24570,7000,0,0,0,42,0,0,40,0,"DO","FF",,,,"0","WD",,,12,0,58,0,3,FALSE,,"Saxony"
62,"BR ARMY","COPE",0.8,,,2200,,2200,0,1800,400,400,0,0,0,12,0,0,12,0,"DD",,,,,"0","WL",,,5,0,6,0,3,FALSE,,"Great Britain"
63,"BR ARMY","CUMBERLAND",1.5,,,9000,,9000,0,309,8691,,0,0,0,16,0,0,0,0,"DO","DE",,,,"0",,,,11,0,0,-3,9,FALSE,,"Great Britain"
64,"AUS ARMY","BROWNE",5.6,,,34500,,34500,0,2873,31627,7500,0,0,0,94,0,0,3,0,"DO","FF",,,,"0","WD",,,0,-4,4,0,7,FALSE,,"Austria"
65,"AUS ARMY","LORRAINE",5.2,,,62000,,62000,0,13400,48600,12600,0,0,0,177,0,0,60,0,"DO","FF",,,,"0","WD",,,0,-2,2,0,4,FALSE,,"Austria"
66,"BR ARMY","CLIVE",0.7,,,2975,,2975,0,63,2912,0,0,0,0,12,0,0,0,0,"DO","FF",,,,"0",,,,1,-3,14,0,9,FALSE,,"Great Britain"
67,"AUS ARMY","DAUN",6.4,,,44000,,44000,0,9000,35000,14000,0,0,0,145,0,0,,0,"DO","FF",,,,"0","PS",,,23,0,56,0,8,FALSE,,"Austria"
68,"BR ARMY","DUKE OF CUMBERLAND",10,,,36000,,36000,0,1500,34500,5000,0,0,0,28,0,0,7,0,"DO","FF",,,,"0","PP","WD",,5,-5,0,-6,3,FALSE,,"Great Britain"
69,"PR ARMY","FREDERICK II",4,,,22000,,22000,0,548,21452,5400,0,0,0,79,0,0,,0,"DO","FF","EE",,,"0","BB","PS",,0,-9,9,0,9,FALSE,,"Prussia"
70,"AUS ARMY","LORRAINE",7.6,,,65000,,65000,0,22000,43000,14000,0,0,0,210,0,0,131,0,"DO","FF",,,,"0","WD",,,23,0,23,0,3,FALSE,,"Austria"
71,"FR ARMY","CLERMONT",7.5,,,50000,,50000,0,8200,41800,,0,0,0,,0,0,8,0,"DO","FF",,"DE",,"0","WD",,,6,0,39,0,5,FALSE,,"France"
72,"RUSS ARMY","FERMOR",4.8,,,43300,,43300,0,18500,24800,6382,0,0,0,230,0,0,103,0,"DO","FF",,,,"0","RR","WD",,20,0,14,0,5,FALSE,,"Russia"
73,"PR ARMY","FREDERICK II",4.2,,,31000,,31000,0,9097,21903,10000,0,0,0,200,0,0,101,0,"DD",,,,,"0","WD",,,35,0,13,0,4,FALSE,,"Prussia"
74,"FR ARMY","BROGLIE",3.2,,,30000,,30000,0,1800,28200,,0,0,0,45,0,0,,0,"DD",,,,,"0",,,,20,0,0,-20,6,FALSE,,"France"
75,"FR ARMY","CONTADES",4,,,60000,,60000,0,7086,52914,,0,0,0,170,0,0,43,0,"DD",,,,,"0","RR","WD",,0,-13,1,-1,2,FALSE,,"France"
76,"RUSS & AUS ARMY","SALTYKOV",6.4,,,59500,,59500,0,15500,44000,10000,0,0,0,248,0,0,0,0,"DD",,,,,"0",,,,18,0,5,0,9,FALSE,,"Russia|Austria"
77,"BR ARMY","WOLFE",1.2,,,4800,,4800,0,650,4150,0,0,0,0,,0,0,,0,"DO","FF",,,,"0",,,,1,0,0,-3,9,FALSE,,"Great Britain"
78,"PR ARMY","FINCK",,,,13500,,13500,0,1000,12500,,0,0,0,17,0,0,17,0,"DD",,,,,"0","AA",,,0,-11,30,0,2,FALSE,,"Prussia"
79,"FR ARMY","MUY",6.4,,,17000,,17000,0,3700,13300,4000,0,0,0,,0,0,17,0,"DD",,,,,"0","WD",,,26,0,35,0,2,FALSE,,"France"
80,"PR ARMY","FREDERICK II",4,,,30000,,30000,0,3600,26400,7500,0,0,0,120,0,0,10,0,"DO","FF",,,,"0","WD",,,0,-7,0,-6,8,FALSE,,"Prussia"
81,"AUS ARMY","DAUN",11.4,,,53400,,53400,0,15697,37703,20000,0,0,0,275,0,0,52,0,"DD",,,,,"0","WD",,,25,0,0,-2,4,FALSE,,"Austria"
82,"AM PATRIOTS","PRESCOTT",0.7,,,3200,,3200,0,479,2721,0,0,0,0,6,0,0,5,0,"DD",,,,,"0","WD",,,0,-6,0,-8,5,FALSE,,"USA"
83,"BR ARMY","CARLETON",0.2,,,1800,,1800,0,18,1782,0,0,0,0,14,0,0,0,0,"DD",,,,,"0",,,,10,-10,5,-5,7,FALSE,,"Great Britain"
84,"AM ARMY","WASHINGTON",2.8,,,13000,,13000,0,150,12850,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,12,0,67,0,5,FALSE,,"USA"
85,"RALL'S HESSIAN BDE","RALL",0.2,,,1520,,1520,0,996,524,20,0,0,0,6,0,0,5,0,"DD",,,,,"0","AA",,,0,-21,0,-6,2,FALSE,,"Great Britain"
86,"BR ARMY (DET.)","MAWHOOD",0.3,,,1200,,800,400,215,985,,0,0,0,2,0,0,2,0,"DD",,,,,"0","WL",,,0,-42,27,0,2,FALSE,,"Great Britain"
87,"AM ARMY","GATES",1.5,,,7000,,7000,0,316,6684,0,0,0,0,,0,0,0,0,"DO","FF",,,,"0","SS",,,20,-20,5,-5,5,FALSE,,"USA"
88,"BR ARMY","HOWE",2.8,,,9000,,9000,0,551,8449,,0,0,0,,0,0,0,0,"DO","FF",,,,"0",,,,0,-11,0,-3,7,FALSE,,"Great Britain"
89,"AM ARMY","GATES",1.2,,,11000,,11000,0,130,10870,0,0,0,0,,0,0,0,0,"DO","FF",,,,"0",,,,10,-10,15,0,9,FALSE,,"USA"
90,"AM ARMY","WASHINGTON",1.6,,,11000,,5000,6000,362,10638,,0,0,0,14,0,0,0,0,"DD",,,,,"0",,,,27,0,5,-5,6,FALSE,,"USA"
91,"AM ARMY","GATES",1.6,,,3050,,3050,0,1050,2000,0,0,0,0,9,0,0,9,0,"DD",,,,,"0","WL",,,31,0,42,0,3,FALSE,,"USA"
92,"AM ARMY","MORGAN",0.2,,,1025,,1025,0,72,953,125,0,0,0,0,0,0,,0,"DO","DE",,,,"0","BB","PS",,0,-32,5,-5,9,FALSE,,"USA"
93,"AM ARMY","GREENE",2,,,4449,,4449,0,420,4029,200,0,0,0,4,0,0,4,0,"DO","FF",,,,"0","WD",,,0,-3,20,0,5,FALSE,,"USA"
94,"AM ARMY","GREENE",0.9,,,1551,,1551,0,420,1131,200,0,0,0,4,0,0,0,0,"DO","FF",,,,"0","WD",,,0,-10,5,-5,3,FALSE,,"USA"
95,"BR ARMY","STEWART",0.4,,,2000,,2000,0,693,1307,0,0,0,0,5,0,0,1,0,"DD",,,,,"0",,,,0,-10,25,-24,5,FALSE,,"Great Britain"
96,"ARMIES OF NORTH & CENTER","DUMOURIEZ",8,,,36000,,36000,0,400,35600,2000,0,0,0,54,0,0,,0,"DD",,,,,"0","SS",,,16,0,0,-25,4,FALSE,,"France"
97,"ALLIED ARMY","TESCHEN",6.4,,,13000,,13000,0,2500,10500,,0,0,0,54,0,0,,0,"DD",,,,,"0","WD",,,8,0,0,-40,4,FALSE,,"Austria"
98,"AUSTRIAN ARMY","SAXE-COBURG",12,,,43000,,43000,0,3000,40000,10000,0,0,0,,0,0,,0,"DO",,,,,"0",,,,0,-7,13,0,6,FALSE,,"Austria"
99,"BR & HAN ARMY","YORK",5.6,,,13000,,13000,0,3000,10000,2200,0,0,0,,0,0,6,0,"DD",,,,,"0","WD",,,23,0,0,-30,4,FALSE,,"Great Britain|Hanover"
100,"AUSTRIAN ARMY","SAXE-COBURG",16,,,23000,,23000,0,3000,20000,,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,13,0,67,0,4,FALSE,,"Austria"
101,"FRENCH ARMY OF THE NORTH","JOURDAN",20,,,73000,,73000,0,7000,66000,10000,0,0,0,,0,0,,0,"DD",,,,,"0",,,,11,0,0,-75,7,FALSE,,"France"
102,"AUSTRIAN ARMY","BEAULIEU",2.4,,,10000,,10000,0,1850,8150,,0,0,0,18,0,0,16,0,"DD",,,,,"0","WD",,,5,-5,10,0,3,FALSE,,"Austria"
103,"AUSTRIAN ARMY","WURMSER",4,6,,25000,,25000,0,3000,22000,,0,0,0,30,0,0,20,0,"DD",,,"DO",,"0","WD",,,0,-5,5,-5,3,FALSE,,"Austria"
104,"FR ARMY OF THE RHINE AND MOSELLE","MOREAU",40,,,45000,,45000,0,3000,42000,,0,0,0,,0,0,,0,"DD",,,,,"0","SS",,,11,0,0,-20,4,FALSE,,"France"
105,"FR ARMY OF THE SAMBRE AND MEUSE","JOURDAN",13,,,30000,,30000,0,3000,27000,5000,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,5,-5,5,-5,4,FALSE,,"France"
106,"AUS ARMY","ALVINTZI",5,,,12700,,12700,0,7000,5700,,0,0,0,37,0,0,11,0,"DD",,,,,"0","WD",,,0,-13,0,-11,3,FALSE,,"Austria"
107,"FR ARMY OF ITALY","BONAPARTE",8,4,,20500,,,,5000,15500,,0,0,0,20,0,0,0,0,"DO",,,"DD",,"0","PS",,,0,-2,0,-56,9,FALSE,,"France"
108,"MAMELUKE ARMY","MURAD BEY",6.2,,,21000,,21000,0,5000,16000,,0,0,0,40,0,0,20,0,"DD",,,,,"0","WL",,,186,0,0,-60,2,FALSE,,"Ottoman Empire"
109,"AUS ARMY","ARCHDUKE CHARLES",14,13,,50000,,50000,0,6000,44000,12000,0,0,0,,0,0,,0,"DD",,,,,"0",,,,45,-8,0,-33,6,FALSE,,"Austria"
110,"FR ARMY","BONAPARTE",6.4,,,4500,,2000,2500,60,4440,,0,0,0,18,0,0,0,0,"DO",,,,,"0","BB",,,0,-11,66,0,8,FALSE,,"France"
111,"FR ARMY","MASSENA",10,,,25000,,25000,0,1600,23400,5000,0,0,0,,0,0,,0,"DD",,,"DD",,"0","SS","WD",,80,0,8,0,6,FALSE,,"France"
112,"FR ARMY OF ITALY","JOUBERT & MOREAU",11.6,,,35000,,35000,0,11000,24000,2000,0,0,0,,0,0,18,0,"DD",,,,,"0","WL",,,3,0,0,-39,3,FALSE,,"France"
113,"ALLIED ARMY","KORSAKOV",32,,,23000,,23000,0,8000,15000,3500,0,0,0,100,0,0,100,0,"DO",,,,,"0","AA",,,30,0,5,-5,2,FALSE,,"Russia|Austria"
114,"AUS ARMY","KRAY",16,,,60000,,60000,0,5000,55000,15000,0,0,0,,0,0,,0,"DD",,,,,"0","WD",,,50,-20,0,-20,4,FALSE,,"Austria"
115,"FR ARMY OF THE RESERVE","BONAPARTE",6.8,,,29000,,9000,20000,7000,22000,7000,0,0,0,29,0,0,13,0,"DO",,,,,"0","BB","PS",,10,-3,14,-20,7,FALSE,,"France"
116,"FR ARMY","MOREAU",18,,,55000,,33000,22000,2500,52500,12000,0,0,0,,0,0,,0,"DO",,,,,"0","PS",,,10,0,100,0,7,FALSE,,"France"
117,"FR ARMY","NAPOLEON I",11.2,,,73200,,65200,8000,7000,66200,21960,0,0,0,139,0,0,0,0,"DO","FF",,,,"0","BB","PS",,2,-11,29,-3,10,FALSE,,"France"
118,"PR ARMY","HOHENLOHE",9,,,53000,,38000,15000,30000,23000,11130,0,0,0,120,0,0,112,0,"DO","FF",,,,"0","RR","WL",,2,-9,0,-17,2,FALSE,,"Prussia"
119,"FR III CORPS","DAVOUT",6,,,27000,,20800,6200,4000,23000,,0,0,0,40,0,0,,0,"DO","EE","RF",,,"0","BB","PS",,1,-4,100,0,10,FALSE,,"France"
120,"RUSS ARMY","BENNIGSEN",8,,,80000,,71000,9000,28000,52000,18000,0,0,0,460,0,0,23,0,"DO",,,,,"0","SS","WD",,4,-19,0,-52,6,FALSE,,"Russia"
121,"RUSS ARMY","BENNIGSEN",11,,,60000,,60000,0,25000,35000,,0,0,0,185,0,0,80,0,"DO","FF",,,,"0","RR","WL",,2,-23,0,-60,3,FALSE,,"Russia"
122,"BR & PORT ARMY","WELLESLEY",3,,,19600,,19600,0,750,18850,240,0,0,0,18,0,0,0,0,"DD",,,,,"0",,,,0,-18,0,-4,8,FALSE,,"Great Britain|Portugal"
123,"BR ARMY","MOORE",4,,,14800,,14800,0,1000,13800,0,0,0,0,9,0,0,4,0,"DD",,,,,"0","SS","WD",,14,0,0,-20,7,FALSE,,"Great Britain"
124,"FR ARMY","NAPOLEON I",18,,,66000,,36000,30000,6000,60000,10000,0,0,0,,0,0,,0,"DO","EE","LF",,,"0","PP",,,21,-9,0,-50,8,FALSE,,"France"
125,"FR ARMY","NAPOLEON I",5,,,66000,,23000,43000,21000,45000,11000,0,0,0,144,0,0,3,0,"DD",,,,,"0","SS",,,27,0,111,-5,5,FALSE,,"France"
126,"AUS ARMY","JOHN",10,,,37000,,37000,0,6211,30789,9000,0,0,0,,0,0,2,0,"DD",,,,,"0","WD",,,0,-32,61,-19,4,FALSE,,"Austria"
127,"AUS ARMY","ARCHDUKE CHARLES",24,,,140000,,,,45000,95000,15000,0,0,0,480,0,0,,0,"DO","EE","LF",,,"0","WD",,,5,-8,0,-43,4,FALSE,,"Austria"
128,"BR & SP ARMIES","WELLESLLEY & CUESTA",4.8,,,54500,,54500,0,6700,47800,8950,0,0,0,60,0,0,,0,"DD",,,,,"0",,,,0,-34,21,-19,6,FALSE,,"Great Britain|Spain"
129,"BR & PORT ARMIES","WELLINGTON",12,,,51910,,51910,0,1300,50610,5000,0,0,0,60,0,0,,0,"DD",,,,,"0","SS","WD",,0,-38,0,-8,6,FALSE,,"Great Britain|Portugal"
130,"BR & PORT ARMIES","WELLINGTON",6.4,,,37360,,37360,0,1800,35560,1870,0,0,0,48,0,0,,0,"DO","FF",,,,"0","SS",,,2,-20,0,-17,6,FALSE,,"Great Britain|Portugal"
131,"BR, PORT & SP ARMIES","BERESFORD",4.8,2.8,,30000,,30000,0,7500,22500,3700,0,0,0,,0,0,1,0,"DD",,,,,"0",,,,60,0,0,-20,7,FALSE,,"Great Britain|Portugal|Spain"
132,"FR ARMY","MARMONT",6,,,42000,,42000,0,13000,29000,4000,0,0,0,78,0,0,20,0,"DO","FF",,,,"0","RR","WL",,19,0,31,-8,3,FALSE,,"France"
133,"FR ARMY","JOSEPH BONAPARTE & JOURDAN",11,,,68024,,68024,0,7000,61024,10002,0,0,0,143,0,0,143,0,"DO","FF",,,,"0","WL",,,0,-26,14,-27,3,FALSE,,"France"
134,"RUSS ARMY","KUTUSOV",7.6,,,120000,,120000,0,40000,80000,18000,0,0,0,640,0,0,40,0,"DO","FF",,,,"0","RR","WD",,2,-25,30,0,6,FALSE,,"Russia"
135,"FR ARMY","NAPOLEON I",8,,,120000,,45000,75000,22000,98000,7500,0,0,0,250,0,0,,0,"DO","FF",,,,"0","PP",,,20,-3,0,-41,6,FALSE,,"France"
136,"PR & RUSS ARMIES","WITTGENSTEIN & BLUECHER",11.2,18,,97000,,97000,0,20000,77000,26000,0,0,0,450,0,0,,0,"DD",,,,,"0","WD",,,3,-1,0,-45,4,FALSE,,"Prussia|Russia"
137,"FR ARMY","NAPOLEON I",13,,,120000,,70000,50000,10000,110000,10000,0,0,0,250,0,0,,0,"DO","DE",,,,"0","PP",,,0,-20,5,-5,6,FALSE,,"France"
138,"FR ARMY","NAPOLEON I",20.8,24,,196200,,177500,18700,60000,136200,30000,0,0,0,717,0,0,325,0,"DO","PP",,,,"0","PP",,,0,-13,22,0,5,FALSE,,"France"
139,"BAV ARMY","WREDE",3.2,,,40000,,40000,0,15000,25000,7000,0,0,0,138,0,0,,0,"DD",,,,,"0","WD",,,9,0,0,-66,3,FALSE,,"Bavaria"
140,"FR ARMY","NAPOLEON I",9.600001,6.4,,40000,,40000,0,6000,34000,,0,0,0,70,0,0,50,0,"DO","FF",,,,"0","RR","WD",,3,0,83,0,7,FALSE,,"France"
141,"ALLIED ARMY OF SILESIA","BLUECHER",10.4,6.4,,85000,,85000,0,4000,81000,,0,0,0,150,0,0,,0,"DO","FF",,,,"0","PP",,,18,0,100,-13,7,FALSE,,"Prussia"
142,"FR ARMY","NAPOLEON I",4.8,6.4,,30000,,18000,12000,5000,25000,9000,0,0,0,40,0,0,,0,"DO","FF",,,,"0",,,,7,-18,0,-20,4,FALSE,,"France"
143,"PR ARMY (ELMS)","BLUECHER",12,,,82895,,82895,0,18000,64895,8630,0,0,0,216,0,0,21,0,"DD",,,,,"0","WD",,,12,0,4,-11,4,FALSE,,"Prussia"
144,"BR & DU ARMY (ELMS)","WELLINGTON",5,,,33765,,8000,25765,4500,29265,2500,0,0,0,68,0,0,0,0,"DD",,,,,"0","SS","WD",,7,0,16,0,7,FALSE,,"Great Britain|Dutch Republic"
145,"ALLIED (BR, DU, PR) ARMIES","WELLINGTON & BLUECHER",6.4,9,,137547,,68000,69547,22500,115047,23880,0,0,0,196,0,0,0,0,"DO","FF","EE",,,"0","PP","PS",,0,-9,0,-7,8,FALSE,,"Great Britain|Prussia|Dutch Republic"
146,"BR ARMY","PROCTOR",0.2,,,1800,,1800,0,668,1132,,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-26,5,-5,1,FALSE,,"Great Britain"
147,"US ARMY","BROWN",1.6,,,2650,,2650,0,335,2315,,0,0,0,4,0,0,0,0,"DO","FF","DE",,,"0","PP",,,32,0,0,-2,6,FALSE,,"USA"
148,"BR ARMY","DRUMMOND",0.7,,,3000,,1700,1300,878,2122,,0,0,0,9,0,0,2,0,"DD",,,,,"0",,,,0,-7,5,-5,4,FALSE,,"Great Britain"
149,"US ARMY","JACKSON",3,,,3200,,3200,0,71,3129,,0,0,0,25,0,0,0,0,"DD",,,,,"0",,,,9,0,5,-5,8,FALSE,,"USA"
150,"SP ARMY","BARREIRO",1.5,,,3000,,3000,0,1800,1200,400,0,0,0,3,0,0,3,0,"DD",,,,,"0","WL",,,0,-10,0,-11,3,FALSE,,"Spain"
151,"SP ARMY","LA TORRE",2.5,,,5180,,5180,0,2908,2272,1700,0,0,0,,0,0,,0,"DD",,,,,"0","WL",,,0,-23,20,0,4,FALSE,,"Spain"
152,"SP ARMY","GARCIA",7.5,,,2200,,2200,0,250,1950,,0,0,0,2,0,0,2,0,"DD",,,,,"0","WD",,,0,-9,10,0,6,FALSE,,"Spain"
153,"PATRIOT ARMY","SUCRE",1,,,2400,,2400,0,340,2060,400,0,0,0,0,0,0,,0,"DO","FF",,,,"0","PS",,,0,-16,0,0,8,FALSE,,"Independentalists"
154,"SP ARMY","CANTERAC",1.4,,,2000,,2000,0,464,1536,2000,0,0,0,0,0,0,,0,"DO","FF",,,,"0","RR","WD",,0,-35,0,-46,3,FALSE,,"Spain"
155,"PATRIOT ARMY","SUCRE",4.5,,,5780,,5780,0,919,4861,,0,0,0,1,0,0,0,0,"DO","EE","LF",,,"0","PS",,,0,-16,0,-2,9,FALSE,,"Independentalists"
156,"MEX ARMY","SANTA ANNA",0.2,,,1600,,1600,0,1600,0,,0,0,0,,0,0,,0,"DD",,,,,"0","AA",,,0,-25,0,-70,1,FALSE,,"Mexico"
157,"MEX ARMY","ARISTA",1.6,3.4,,6000,,6000,0,400,5600,1000,0,0,0,12,0,0,,0,"DO","DE",,,,"0","RR","WD",,10,0,0,-25,2,FALSE,,"Mexico"
158,"MEX ARMY","ARISTA",2.7,,,5600,,5600,0,600,5000,,0,0,0,8,0,0,8,0,"DD",,,,,"0","WL",,,0,-11,34,0,1,FALSE,,"Mexico"
159,"US ARMY","TAYLOR",13,,,4759,,4759,0,746,4013,1018,0,0,0,16,0,0,2,0,"DD",,,,,"0",,,,5,-5,0,0,6,FALSE,,"USA"
