dbpedia,isqno,origwar,war,theater,name,NAMA,belligerenta,sidea,COA,uri_coa,NAMD,belligerentd,COD,uri_cod
,430,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,FACTORY COUNTERATTACK,US 45TH INF DIV(+),USA,B,MG EAGLES,?,GER 715TH LT INF DIV(+),Germany,LG HILDEBRANDT,
,431,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,BOWLING ALLEY,GER 74TH PZ CORPS(-)(+),Germany,A,GEN MACKENSEN,,US 45TH INF DIV(+),USA,MG EAGLES,?
,432,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,MOLETTA RIVER II,GER 65TH INF DIV(2/3)(+),Germany,A,GEN PFEIFFER,,BR 56TH INF DIV(-),Great Britain,MG TEMPLER,
,433,WORLD WAR II (ITALY 1943-1944),World War II of 1939-1945,Italy,FIOCCIA,GER 114TH LT INF DIV(+),Germany,A,LG BOURQUIN,,US 45TH INF DIV,USA,MG EAGLES,?
,434,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,SANTA MARIA INFANTE,US 88TH INF DIV(+),USA,B,MG SLOAN,?,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
,435,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,SAN MARTINO,US 85TH INF DIV(+),USA,B,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter,GER 94TH INF DIV(-),Germany,MG STEINMETZ,?
,436,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,CASTELLONORATO,US 85TH INF DIV(+),USA,B,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
,437,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,SPIGNO,US 88TH INF DIV(+),USA,B,MG SLOAN,?,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
,438,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,FORMIA,US 85TH INF DIV(+),USA,B,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter,GER 94TH INF DIV(2/3)(+),Germany,MG STEINMETZ,?
,439,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,MONTE GRANDE (ROME),US 88TH INF DIV(-)(+),USA,B,MG SLOAN,?,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
,440,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,ITRI-FONDI,US 88TH INF DIV(+),USA,B,MG SLOAN,?,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
,441,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,TERRACINA,US 85TH INF DIV(-)(+),USA,B,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
,442,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,MOLETTA OFFENSIVE,BR 5TH INF DIV(+),Great Britain,B,MG GREGSON-ELLIS,,GER 4TH PARA DIV,Germany,COL TRETTNER,
,443,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,ANZIO-ALBANO ROAD,BR 1ST INF DIV(+),Great Britain,B,MG PENNEY,,GER 65TH INF DIV,Germany,MG ZIEHLBERG,
,444,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,ANZIO BREAKOUT,US 1ST INF DIV(+),USA,B,MG HARMON,http://en.wikipedia.org/wiki/Ernest_N._Harmon,GER 3RD PZ GR DIV(-)(+),Germany,MG BAADE,
,445,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,CISTERNA,US 3RD INF DIV(+),USA,B,MG O'DANIEL,http://en.wikipedia.org/wiki/John_W._O%27Daniel,GER 362ND INF DIV (3/5)(+),Germany,LG GREINER,
,446,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,SEZZE,US 85TH INF DIV(+),USA,B,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter,GER 29TH PZ GR DIV(1/2),Germany,MG FRIES,
,447,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,VELLETRI,US 1ST ARMD DIV,USA,B,MG HARMON,http://en.wikipedia.org/wiki/Ernest_N._Harmon,GER 362ND INF DIV & 3RD PZ GR DIV(1/8)(+),Germany,LG GREINER,
,448,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,CAMPOLEONE,US 45TH INF DIV(+),USA,B,MG EAGLES,?,GER 65TH INF DIV,Germany,MG ZIEHLBERG,
,449,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,VILLA CROCETTA,US 34TH INF DIV(+),USA,B,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder,GER 3RD PZ GR DIV(7/8)(+),Germany,MG BAADE,
,450,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,ARDEA,BR 5TH INF DIV,Great Britain,B,MG GREGSON-ELLIS,,GER 4TH PARA DIV(2/3),Germany,COL TRETTNER,
,451,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,FOSSO DI CAMPOLEONE,US 1ST ARMD DIV & 45TH INF DIV(+),USA,B,MG HARMON,http://en.wikipedia.org/wiki/Ernest_N._Harmon,GER 3RD PZ GR DIV(1/2)(+),Germany,MG BAADE,
,452,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,LANUVIO,US 34TH INF DIV(-),USA,B,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder,GER 3RD PZ GR DIV(1/2),Germany,MG BAADE,
,453,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,LARIANO,US 85TH INF DIV(+),USA,B,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter,GER HERMANN GOERING PZ DIV(1/3)(+),Germany,MG SCHMALTZ,
,454,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,VIA ANZIATE,US 45TH INF DIV(+),USA,B,MG EAGLES,?,GER 65TH INF DIV(2/3)(+),Germany,MG ZIEHLBERG,
,455,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,VALMONTONE,US 3RD INF DIV(+),USA,B,MG O'DANIEL,http://en.wikipedia.org/wiki/John_W._O%27Daniel,GER HERMANN GOERING PZ DIV(2/3)(+),Germany,MG SCHMALTZ,
,456,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,TARTO-TIBER,BR 1ST INF DIV & 5TH INF DIV(+),Great Britain,B,MG PENNEY,,GER 4TH PARA DIV,Germany,COL TRETTNER,
,457,WORLD WAR II (ITALY 1944),World War II of 1939-1945,Italy,IL GIOGIO PASS,US 85TH INF DIV(+),USA,B,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter,GER 12TH PARA RGT,Germany,GEN SCHLEMM,
,458,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,ST. LO,US 29TH INF DIV(+),USA,B,MG GERHARDT,http://en.wikipedia.org/wiki/Charles_H._Gerhardt,GER 352ND INF DIV (ELMS) & 3RD PARA DIV (ELMS),Germany,GEN MEINDL,
,459,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,OPERATION GOODWOOD,BR 2ND ARMY,Great Britain,B,LG DEMPSEY,,GER 86TH CORPS(+),Germany,GEN EBERBACH,
,460,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,OPERATION COBRA,US 7TH CORPS,USA,B,MG COLLINS,http://en.wikipedia.org/wiki/J._Lawton_Collins,GER 84TH CORPS(-) & 2ND PARA CORPS(-),Germany,LG CHOLITZ,
,461,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,MORTAIN,GER 47TH PZ CORPS,Germany,A,GEN FUNCK,,US 30TH INF DIV(+),USA,MG HOBBS,http://en.wikipedia.org/wiki/Leland_Hobbs
,462,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,CHARTRES,US 7TH ARMD DIV,USA,B,MG SILVESTER,?,GER 1ST ARMY(-),Germany,GEN CHEVALLERIE,
,463,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,MELUN,US 7TH ARMD DIV,USA,B,MG SILVESTER,?,GER 48TH INF DIV(-),Germany,GEN MACHOLZ,
,464,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SEINE RIVER,US 20TH CORPS,USA,B,MG WALKER,http://en.wikipedia.org/wiki/Walton_Walker,GER 1ST ARMY(-),Germany,GEN CHEVALLERIE,
,465,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,MOSELLE-METZ,US 20TH CORPS,USA,B,MG WALKER,http://en.wikipedia.org/wiki/Walton_Walker,GER 1ST ARMY(-),Germany,GEN KNOBELSDORF,
,466,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,METZ,US 20TH CORPS,USA,B,MG WALKER,http://en.wikipedia.org/wiki/Walton_Walker,GER 1ST ARMY(-),Germany,GEN KNOBELSDORF,
,467,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,ARRACOURT,GER 111TH & 113TH PZ BDES(+),Germany,A,GEN KRUEGER,,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)",USA,MG WOOD,
,468,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,WESTWALL,US 19TH CORPS,USA,B,MG CORLETT,http://en.wikipedia.org/wiki/Charles_H._Corlett,GER 81ST CORPS,Germany,GEN KOECHLING,
,469,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SCHMIDT,US 28TH INF DIV(+),USA,B,MG COTA,http://en.wikipedia.org/wiki/Norman_Cota,GER 74TH CORPS(-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
,470,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SEILLE-NIED,US 12TH CORPS,USA,B,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy,GER 84TH CORPS(-)(+),Germany,GEN BALCK,
,471,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,FORET DE CHATEAU-SALINS,US 4TH ARMD DIV(+),USA,B,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood,GER 13TH SS PZ CORPS(-),Germany,LG PRIESS,
,472,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,MORHANGE,"US COMBAT COMMAND 'B', 4TH ARMD DIV(+)",USA,B,BG DAGER,?,GER 11TH PZ DIV(-)(+),Germany,LG WIETERSHEIM,
,473,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,MORHANGE-FAULQUEMONT,US 12TH CORPS,USA,B,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy,GER 13TH SS PZ CORPS(-)(+),Germany,LG PRIESS,
,474,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,BOURGALTROFF,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)",USA,B,LCOL ABRAMS,,GER 11TH PZ DIV (-)(+),Germany,LG WIETERSHEIM,
,475,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SARRE-ST. AVOLD,US 12TH CORPS,USA,B,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy,GER 13TH SS PZ CORPS(-)(+),Germany,LG SIMON,
,476,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,BAERENDORF I,"US COMBAT COMMAND 'B', 4TH ARMD DIV(-)",USA,B,BG DAGER,?,GER PZ LEHR DIV(-)(+),Germany,LG BAYERLEIN,
,477,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,BAERENDORF II,US 4TH ARMD DIV,USA,B,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood,GER PZ LEHR DIV(-),Germany,LG BAYERLEIN,
,478,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,BURBACH-DURSTEL,US 4TH ARMD DIV(+),USA,B,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood,GER PZ LEHR DIV(+),Germany,LG BAYERLEIN,
,479,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,DURSTEL-FAERBERSVILLER,US 12TH CORPS,USA,B,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy,GER 13TH SS PZ CORPS (-)(+),Germany,LG SIMON,
,480,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SARRE-UNION,US 4TH ARMD DIV(+),USA,B,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood,GER 25TH PZ GR DIV(-)(+),Germany,COL BURMEISTER,
,481,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SARRE-SINGLING,US 12TH CORPS,USA,B,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy,GER 13TH SS PZ CORPS(-)(+),Germany,LG SIMON,
,482,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SINGLING-BINING,US 4TH ARMD DIV(-)(+),USA,B,MG GAFFEY,http://en.wikipedia.org/wiki/Hugh_Joseph_Gaffey,GER 25TH PZ GR DIV(-)(+),Germany,COL BURMEISTER,
,483,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,SAUER RIVER,GER 212TH VOLKSGRENADIER DIV,Germany,A,MG SENSFUSS,,"US 12TH INF RGT, 4TH INF DIV(+)",USA,MG BARTON,
,484,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,ST. VITH,GER 66TH CORPS(-),Germany,A,GEN LUCHT,,"US COMBAT COMMAND 'B', 7TH ARMD DIV(+)",USA,BG HASBROUCK,?
,485,WORLD WAR II (EUROPEAN THEATER),World War II of 1939-1945,Western Front,BASTOGNE,GER 67TH PZ CORPS (ELMS),Germany,A,GEN VON LUETTWITZ,,US 10TH ARMD DIV(-)(+),USA,COL ROBERTS,?
Battle_of_Sedan_(1940),486,WORLD WAR II,World War II of 1939-1945,Western Front,SEDAN-MEUSE RIVER,GER 19TH PZ CORPS,Germany,A,GEN GUDERIAN,,FR 2ND ARMY(+),France,GEN BILLOTTE,
Battle_of_Jitra,487,WORLD WAR II,World War II of 1939-1945,Pacific,JITRA,JAP 5TH INF DIV(-),Japan,A,LG MATSUI,,BR 11TH INDIAN DIV,Great Britain,MG MURRAY-LYON,
,488,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,ROVNO,GER 1ST PZ GROUP,Germany,A,GEN VON KLEIST,,SOV SOUTHWESTERN AG(-),USSR,GEN KIRPONOS,
Battle_of_Moscow,489,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,DEFENSE OF MOSCOW,GER AG CENTER,Germany,A,FM VON BOCK,,SOV WESTERN AG(+),USSR,MARSHAL STALIN,
Battle_of_Moscow,490,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,MOSCOW COUNTEROFFENSIVE,SOV KALININ AG(+),USSR,B,MARSHAL STALIN,,GER AG CENTER,Germany,FM VON BOCK,
,491,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,POGORELOYE GORODISHCHE,SOV 20TH COMBINED ARMS ARMY,USSR,B,GEN REYTER,,GER 9TH ARMY,Germany,GEN MODEL,
,492,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,LENINGRAD (OPERATION SPARK),SOV 2ND ASSAULT ARMY(+),USSR,B,GEN ROMANOVSKIY,,GER 18TH ARMY(-),Germany,GEN LINDEMANN,
,493,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,OBOYAN-KURSK (PHASE I),GER 48TH PZ CORPS,Germany,A,GEN KNOBELSDORFF,,SOV 6TH GUARDS ARMY,USSR,GEN CHISTYAKOV,
,494,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,OPERATION CITADEL (SOUTHERN SECTOR),GER 4TH PZ ARMY,Germany,A,GEN HOTH,,SOV 6TH & 7TH GDS ARMIES,USSR,LG CHISTYAKOV,
,495,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,OBOYAN-KURSK (PHASE II),GER 48TH PZ CORPS,Germany,A,GEN KNOBELSDORFF,,SOV 6TH GDS ARMY(+),USSR,GEN CHISTYAKOV,
,496,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,OBOYAN-KURSK (PHASE III),GER 48TH PZ CORPS,Germany,A,GEN KNOBELSDORFF,,SOV 6TH GDS ARMY(+),USSR,GEN CHISTYAKOV,
,497,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,PROKHOROVKA,SOV STEPPE ARMY GROUP,USSR,B,GEN KONEV,,GER 2ND SS PZ CORPS,Germany,GEN HAUSSER,
,498,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,KURSK COUNTEROFFENSIVE (SOUTHERN SECTOR),SOV VORONEZH AG(+),USSR,B,GEN VATUTIN,,GER 4TH PZ ARMY(+),Germany,GEN HOTH,
,499,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,BELGOROD,SOV 53RD ARMY,USSR,B,GEN MANAGOROV,,GER 167TH INF DIV,Germany,LG TRIERENBERG,
,500,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,MELITOPOL,SOV 4TH UKRANIAN AG,USSR,B,GEN TOLBUKHIN,,GER 6TH FIELD ARMY,Germany,GEN HOLLIDT,
,501,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,KORSUN-SCHEVCHENKOVSKIY,SOV FIRST UKRAINIAN AG(+),USSR,B,GEN VATUTIN,,GER 1ST PZ ARMY(-)(+),Germany,GEN STEMMERMAN,
,502,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,NIKOPOL BRIDGEHEAD,SOV 109TH RIFLE DIV(+),USSR,B,?,,GER 335TH INF DIV(+),Germany,?,
,503,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,SEVASTOPOL,SOV 4TH UKRANIAN AG,USSR,B,GEN TOLBUKHIN,,GER 17TH FIELD ARMY,Germany,GEN ALLMENDINGER,
,504,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,BEREZINA RIVER,SOV 3RD GDS MECH CORPS,USSR,B,LG OBUKHOV,,GER 299TH INF DIV(+),Germany,?,
,505,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,LVOV-SANDOMIERZ,SOV 1ST UKRAINIAN AG,USSR,B,MARSHAL KONEV,,GER AG NORTHERN UKRAINE,Germany,GEN HARPE,
,506,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,BRODY (PHASE I),SOV 15TH RIFLE CORPS,USSR,B,MG TERTISHNIY,,GER 913TH INF RGT(+),Germany,?,
,507,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,BRODY (PHASE II),SOV 15TH RIFLE CORPS,USSR,B,MG TERTISHNIY,,GER 349TH INF DIV(+),Germany,?,
,508,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,"VISTULA RIVER, CROSSING, PHASE I",SOV 91ST RIFLE CORPS,USSR,B,MG VOLKOV,,"GER 171ST, 214TH & 26TH INF DIVS",Germany,?,
,509,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,"VISTULA RIVER, PULAWY, PHASE II",SOV 91ST RIFLE CORPS,USSR,B,MG VOLKOV,,"GER 171ST, 214TH & 17TH INF DIVS",Germany,?,
,510,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,YASSY-KISHINEV OPERATION,SOV 2ND AG(+),USSR,B,GEN MALINOVSKY,,GER & ROM AG SOUTHERN UKRAINE,Germany,GEN FRIESSNER,
,511,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,VISTULA-ODER,SOV 1ST BYELORUSSIAN AG(+),USSR,B,MARSHAL ZHUKOV,,GER AG 'A',Germany,GFM HARPE,
,512,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,EAST PRUSSIA,SOV 2ND BYELORUSSIAN AG(+),USSR,B,MARSHAL ROKOSSOVSKIY,,GER AG CENTER,Germany,GEN REINHARDT,
,513,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,CIECHANOW (PHASE I),SOV 90TH RIFLE DIV,USSR,B,GEN LYASHCHENKO,,GER 7TH INF DIV,Germany,?,
,514,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,CIECHANOW (PHASE II),SOV 90TH RIFLE DIV,USSR,B,GEN LYASHCHENKO,,GER 7TH INF DIV,Germany,?,
,515,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,SEELOW HEIGHTS,SOV 57TH GDS RIFLE DIV(+),USSR,B,MG ZALIZYUK,,GER 303RD INF RGT(+),Germany,?,
,516,"WORLD WAR II, EASTERN FRONT",World War II of 1939-1945,Eastern Front,MUTANKIANG,SOV 5TH COMBINED ARMS ARMY,USSR,B,COL GEN KRYLOV,,JAP 5TH ARMY,Japan,GEN SELICHI,
Battle_of_Tarawa,517,"WORLD WAR II (PACIFIC, 1943-1945)",World War II of 1939-1945,Pacific,TARAWA-BETIO,US 2ND MAR DIV(-),USA,B,MG SMITH,,JAP GILBERT ISLANDS GARRISON FORCE(-),Japan,ADM SHIBASAKI,
Battle_of_Iwo_Jima,518,"WORLD WAR II (PACIFIC, 1943-1945)",World War II of 1939-1945,Pacific,IWO JIMA - INTO THE MAIN DEFENSES,US 5TH AMPH CORPS,USA,B,MG SCHMIDT,,JAP 2ND IND MIXED BDE(+),Japan,GEN KURIBAYASHI,
Battle_of_Iwo_Jima,519,"WORLD WAR II (PACIFIC, 1943-1945)",World War II of 1939-1945,Pacific,IWO JIMA - SURIBACHI,US 28TH MAR RGT,USA,B,COL LIVERSEDGE,,JAP 2ND IND MIXED BDE(-)(+),Japan,GEN KURIBAYASHI,
Battle_of_Iwo_Jima,520,"WORLD WAR II (PACIFIC, 1943-1945)",World War II of 1939-1945,Pacific,IWO JIMA - FINAL PHASE,US 3RD MAR DIV(+),USA,B,GEN SMITH,,JAP CHICHI JIMA DEFENSE FORCE,Japan,GEN KURIBAYASHI,
Battle_of_Okinawa,521,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,ADVANCE FROM THE BEACHHEAD,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 1ST SPEC ESTAB RGT,Japan,LCOL AOYANAGI,?
Battle_of_Okinawa,522,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,ADVANCE THROUGH THE OUTPOSTS,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 62ND DIV(-),Japan,LG FUJIOKA,?
Battle_of_Okinawa,523,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,TOMB HILL-OUKI,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 11TH IND INF BN(+),Japan,LG FUJIOKA,?
Battle_of_Okinawa,524,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,SKYLINE RIDGE-ROCKY CRAGS,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 11TH IND INF BN(+),Japan,LG FUJIOKA,?
Battle_of_Okinawa,525,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,KOCHI RIDGE-ONAGA I,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 22ND INF RGT,Japan,LCOL YOSHIDA,?
Battle_of_Okinawa,526,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,KOCHI RIDGE-ONAGA II,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 22ND INF RGT,Japan,LCOL YOSHIDA,?
Battle_of_Okinawa,527,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,KOCHI RIDGE-ONAGA III,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 22ND INF RGT(+),Japan,LCOL YOSHIDA,?
Battle_of_Okinawa,528,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,JAPANESE COUNTERATTACK,JAP 24TH DIV(-),Japan,A,LG AMAMIYA,?,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
Battle_of_Okinawa,529,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,KOCHI RIDGE IV,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 24TH DIV(-),Japan,LG AMAMIYA,?
Battle_of_Okinawa,530,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,SHURI ENVELOPMENT (PHASE I),US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 3RD SPEC ESTAB RGT(+),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
Battle_of_Okinawa,531,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,JAPANESE COUNTERATTACKS,JAP 24TH DIV(-),Japan,A,LG AMAMIYA,?,US 7TH INF DIV(+),USA,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold
Battle_of_Okinawa,532,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,SHURI ENVELOPMENT (PHASE II),US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 24TH DIV(-)(+),Japan,LG AMAMIYA,?
Battle_of_Okinawa,533,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,SHURI ENVELOPMENT (PHASE III),US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 24TH DIV(-)(+),Japan,LG AMAMIYA,?
Battle_of_Okinawa,534,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,HILL 95-I,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 44TH IND MIXED BDE(-),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
Battle_of_Okinawa,535,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,HILL 95-II,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 44TH IND MIXED BDE,Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
Battle_of_Okinawa,536,"WORLD WAR II, OKINAWA",World War II of 1939-1945,Pacific,YAEJU-DAKE,US 7TH INF DIV(+),USA,B,MG ARNOLD,http://en.wikipedia.org/wiki/Archibald_V._Arnold,JAP 44TH IND MIXED BDE(-),Japan,LG USHIJIMA,http://en.wikipedia.org/wiki/Mitsuru_Ushijima
