,isqno,attacker,war,battle,name,cdb13_actors,commanders,uri
815,389,1,WORLD WAR II (NORTH AFRICA 1942-1943),ALAMEIN BRIDGEHEAD EXPANSION,BR 8TH ARMY,Great Britain,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein"
816,390,0,WORLD WAR II (NORTH AFRICA 1942-1943),OPERATION SUPERCHARGE,GER & IT PZ ARMY,Germany,FM ROMMEL,http://en.wikipedia.org/wiki/Erwin_Rommel
817,390,1,WORLD WAR II (NORTH AFRICA 1942-1943),OPERATION SUPERCHARGE,BR 8TH ARMY,Great Britain,LG MONTGOMERY,"http://en.wikipedia.org/wiki/Bernard_Montgomery,_1st_Viscount_Montgomery_of_Alamein"
818,391,0,WORLD WAR II (NORTH AFRICA 1942-1943),CHOUIGUI PASS,US 1ST ARMD DIV (ELMS),USA,LCOL WATERS,
819,391,1,WORLD WAR II (NORTH AFRICA 1942-1943),CHOUIGUI PASS,"GER 190TH PZ BN, 10TH PZ DIV (ELMS)(+)",Germany,COL BROICH,http://en.wikipedia.org/wiki/Friedrich_Freiherr_von_Broich
820,392,0,WORLD WAR II (NORTH AFRICA 1942-1943),EL GUETTAR,US 1ST INF DIV(+),USA,MG ALLEN,
821,392,1,WORLD WAR II (NORTH AFRICA 1942-1943),EL GUETTAR,GER 10TH PZ DIV(+),Germany,GEN BROICH,http://en.wikipedia.org/wiki/Friedrich_Freiherr_von_Broich
822,393,0,WORLD WAR II (NORTH AFRICA 1942-1943),SEDJANNE-BIZERTE,GER VON MANTUEFFEL DIV(2/3),Germany,LG BULOVIUS,
823,393,1,WORLD WAR II (NORTH AFRICA 1942-1943),SEDJANNE-BIZERTE,US 9TH INF DIV(+),USA,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy
824,394,0,WORLD WAR II (ITALY 1943-1944),AMPHITHEATER,GER 16TH PZ DIV (ELMS),Germany,MG SIKENIUS,
825,394,1,WORLD WAR II (ITALY 1943-1944),AMPHITHEATER,BR 56TH INF DIV,Great Britain,MG GRAHAM,
826,395,0,WORLD WAR II (ITALY 1943-1944),PORT OF SALERNO,GER 16TH PZ DIV (ELMS),Germany,MG SIKENIUS,
827,395,1,WORLD WAR II (ITALY 1943-1944),PORT OF SALERNO,BR 46TH INF DIV,Great Britain,MG HAWKESWORTH,
828,396,0,WORLD WAR II (ITALY 1943-1944),SELE-CALORE CORRIDOR,GER 16TH PZ DIV (ELMS),Germany,MG SIKENIUS,
829,396,1,WORLD WAR II (ITALY 1943-1944),SELE-CALORE CORRIDOR,US 45TH INF DIV,USA,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton
830,397,0,WORLD WAR II (ITALY 1943-1944),BATTIPAGLIA I,BR 56TH IND DIV(+),Great Britain,MG GRAHAM,
831,397,1,WORLD WAR II (ITALY 1943-1944),BATTIPAGLIA I,GER 16TH PZ DIV(-)(+),Germany,MG SICKENIUS,
832,398,0,WORLD WAR II (ITALY 1943-1944),VIETRI,BR 46TH INF DIV(+),Great Britain,MG HAWKESWORTH,
833,398,1,WORLD WAR II (ITALY 1943-1944),VIETRI,GER HERMANN GOERING PZ DIV(+),Germany,MG SCHMALTZ,
834,399,0,WORLD WAR II (ITALY 1943-1944),TOBACCO FACTORY,US 45TH INF DIV(+),USA,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton
835,399,1,WORLD WAR II (ITALY 1943-1944),TOBACCO FACTORY,GER 16TH PZ DIV(-)(+),Germany,MG SICKENIUS,
836,400,0,WORLD WAR II (ITALY 1943-1944),BATTIPAGLIA II,GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS),Germany,MG LUETTWITZ,
837,400,1,WORLD WAR II (ITALY 1943-1944),BATTIPAGLIA II,BR 56TH INF DIV(+),Great Britain,MG TEMPLER,
838,401,0,WORLD WAR II (ITALY 1943-1944),EBOLI,GER 26TH PZ DIV(+)(-),Germany,MG LUETTWITZ,
839,401,1,WORLD WAR II (ITALY 1943-1944),EBOLI,US 45TH INF DIV(+),USA,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton
840,402,0,WORLD WAR II (ITALY 1943-1944),VIETRI II,BR 46TH INF DIV(+),Great Britain,MG HAWKESWORTH,
841,402,1,WORLD WAR II (ITALY 1943-1944),VIETRI II,GER HERMANN GOERING PZ DIV(+),Germany,MG SCHMALTZ,
842,403,0,WORLD WAR II (ITALY 1943-1944),GRAZZANISE,GER 15TH PZ GR DIV(-),Germany,MG RODT,
843,403,1,WORLD WAR II (ITALY 1943-1944),GRAZZANISE,BR 7TH ARMD DIV(-),Great Britain,MG ERSKINE,
844,404,0,WORLD WAR II (ITALY 1943-1944),CAIAZZO,GER 3RD PZ GR DIV(+),Germany,MG BAADE,
845,404,1,WORLD WAR II (ITALY 1943-1944),CAIAZZO,US 34TH INF DIV(+),USA,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder
846,405,0,WORLD WAR II (ITALY 1943-1944),CAPUA,GER HERMANN GOERING PZ DIV(-),Germany,MG SCHMALTZ,
847,405,1,WORLD WAR II (ITALY 1943-1944),CAPUA,BR 56TH INF DIV(+),Great Britain,BG LYNE,
848,406,0,WORLD WAR II (ITALY 1943-1944),CASTEL VOLTURNO,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
849,406,1,WORLD WAR II (ITALY 1943-1944),CASTEL VOLTURNO,BR 46TH INF DIV(+),Great Britain,MG HAWKESWORTH,
850,407,0,WORLD WAR II (ITALY 1943-1944),MONTE ACERO,GER 3RD PZ GR DIV(-)(+),Germany,MG LUETTWITZ,
851,407,1,WORLD WAR II (ITALY 1943-1944),MONTE ACERO,US 45TH INF DIV(+),USA,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton
852,408,0,WORLD WAR II (ITALY 1943-1944),TRIFLISCO,GER HERMANN GOERING PZ DIV(-),Germany,MG SCHMALTZ,
853,408,1,WORLD WAR II (ITALY 1943-1944),TRIFLISCO,US 3RD INF DIV,USA,MG TRUSCOTT,http://en.wikipedia.org/wiki/Lucian_Truscott
854,409,0,WORLD WAR II (ITALY 1943-1944),DRAGONI,GER 3RD PZ GR DIV(-),Germany,MG BAADE,
855,409,1,WORLD WAR II (ITALY 1943-1944),DRAGONI,US 34TH INF DIV(+),USA,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder
856,410,0,WORLD WAR II (ITALY 1943-1944),CANAL I,GER 15TH PZ GR DIV (-),Germany,MG RODT,
857,410,1,WORLD WAR II (ITALY 1943-1944),CANAL I,BR 7TH ARMD DIV,Great Britain,MG ERSKINE,
858,411,0,WORLD WAR II (ITALY 1943-1944),MONTE GRANDE (VOLTURNO),GER HERMANN GOERING PZ DIV(1/2),Germany,MG SCHMALTZ,
859,411,1,WORLD WAR II (ITALY 1943-1944),MONTE GRANDE (VOLTURNO),BR 56TH INF DIV (ELMS),Great Britain,MG TEMPLER,
860,412,0,WORLD WAR II (ITALY 1943-1944),CANAL II,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
861,412,1,WORLD WAR II (ITALY 1943-1944),CANAL II,BR 46TH INF DIV(+),Great Britain,MG HAWKESWORTH,
862,413,0,WORLD WAR II (ITALY 1943-1944),FRANCOLISE,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
863,413,1,WORLD WAR II (ITALY 1943-1944),FRANCOLISE,BR 7TH ARMD DIV,Great Britain,MG ERSKINE,
864,414,0,WORLD WAR II (ITALY 1943-1944),SANTA MARIA OLIVETO,GER 3RD PZ GR DIV(-)(+),Germany,MG BAADE,
865,414,1,WORLD WAR II (ITALY 1943-1944),SANTA MARIA OLIVETO,US 34TH INF DIV(+),USA,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder
866,415,0,WORLD WAR II (ITALY 1943-1944),MONTE CAMINO I,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
867,415,1,WORLD WAR II (ITALY 1943-1944),MONTE CAMINO I,BR 56TH INF DIV,Great Britain,MG TEMPLER,
868,416,0,WORLD WAR II (ITALY 1943-1944),MONTE LUNGO,GER 3RD PZ GR DIV(1/2),Germany,MG BAADE,
869,416,1,WORLD WAR II (ITALY 1943-1944),MONTE LUNGO,US 3RD INF DIV,USA,MG TRUSCOTT,http://en.wikipedia.org/wiki/Lucian_Truscott
870,417,0,WORLD WAR II (ITALY 1943-1944),POZZILLI,GER 3RD PZ GR DIV,Germany,MG BAADE,
871,417,1,WORLD WAR II (ITALY 1943-1944),POZZILLI,US 45TH INF DIV,USA,MG MIDDLETON,http://en.wikipedia.org/wiki/Troy_H._Middleton
872,418,0,WORLD WAR II (ITALY 1943-1944),MONTE CAMINO II,BR 56TH INF DIV(1/3),Germany,MG TEMPLER,
873,418,1,WORLD WAR II (ITALY 1943-1944),MONTE CAMINO II,GER 15TH PZ GR DIV(1/2),Germany,MG RODT,
874,419,0,WORLD WAR II (ITALY 1943-1944),MONTE ROTONDO,GER 3RD PZ GR DIV(1/2),Germany,MG BAADE,
875,419,1,WORLD WAR II (ITALY 1943-1944),MONTE ROTONDO,US 3RD INF DIV(-),USA,MG TRUSCOTT,http://en.wikipedia.org/wiki/Lucian_Truscott
876,420,0,WORLD WAR II (ITALY 1943-1944),CALABRITTO,GER 15TH PZ GR DIV(-)(+),Germany,MG RODT,
877,420,1,WORLD WAR II (ITALY 1943-1944),CALABRITTO,BR 46TH INF DIV(+),Great Britain,MG HAWKESWORTH,
878,421,0,WORLD WAR II (ITALY 1943-1944),MONTE CAMINO III,GER 15TH PZ GR DIV(1/4),Germany,MG RODT,
879,421,1,WORLD WAR II (ITALY 1943-1944),MONTE CAMINO III,BR 56TH INF DIV,Great Britain,MG TEMPLER,
880,422,0,WORLD WAR II (ITALY 1943-1944),MONTE MAGGIORE,GER 15TH PZ GR DIV(1/4),Germany,MG RODT,
881,422,1,WORLD WAR II (ITALY 1943-1944),MONTE MAGGIORE,US 36TH INF DIV(-),USA,MG WALKER,?
882,423,0,WORLD WAR II (ITALY 1943-1944),APRILIA I,GER 3RD PZ GR DIV(1/2)(+),Germany,LG GRAESER,
883,423,1,WORLD WAR II (ITALY 1943-1944),APRILIA I,BR 1ST INF DIV,Great Britain,MG PENNEY,
884,424,0,WORLD WAR II (ITALY 1943-1944),THE FACTORY,BR 1ST INF DIV,Great Britain,MG PENNEY,
885,424,1,WORLD WAR II (ITALY 1943-1944),THE FACTORY,GER 3RD PZ GR DIV,Germany,LG GRAESER,
886,425,0,WORLD WAR II (ITALY 1943-1944),CAMPOLEONE,GER 3RD PZ GR DIV,Germany,LG GRAESER,
887,425,1,WORLD WAR II (ITALY 1943-1944),CAMPOLEONE,BR 1ST INF DIV,Great Britain,MG PENNEY,
888,426,0,WORLD WAR II (ITALY 1943-1944),CAMPOLEONE COUNTERATTACK,BR 1ST INF DIV(1/3)(+),Great Britain,MG PENNEY,
889,426,1,WORLD WAR II (ITALY 1943-1944),CAMPOLEONE COUNTERATTACK,GER 3RD PZ GR DIV(+),Germany,LG GRAESER,
890,427,0,WORLD WAR II (ITALY 1943-1944),CARROCETO,BR 1ST INF DIV,Great Britain,MG PENNEY,
891,427,1,WORLD WAR II (ITALY 1943-1944),CARROCETO,GER 3RD PZ GR DIV(+),Germany,LG GRAESER,
892,428,0,WORLD WAR II (ITALY 1943-1944),MOLETTA RIVER DEFENSE,US 45TH INF DIV(+),USA,MG EAGLES,?
893,428,1,WORLD WAR II (ITALY 1943-1944),MOLETTA RIVER DEFENSE,GER 65TH INF DIV(2/3)(+),Germany,LG PFEIFFER,
894,429,0,WORLD WAR II (ITALY 1943-1944),APRILIA II,BR 1ST INF DIV(+),Great Britain,MG PENNEY,
895,429,1,WORLD WAR II (ITALY 1943-1944),APRILIA II,GER 3RD PZ GR DIV(+),Germany,LG GRAESER,
896,430,0,WORLD WAR II (ITALY 1943-1944),FACTORY COUNTERATTACK,GER 715TH LT INF DIV(+),Germany,LG HILDEBRANDT,
897,430,1,WORLD WAR II (ITALY 1943-1944),FACTORY COUNTERATTACK,US 45TH INF DIV(+),USA,MG EAGLES,?
898,431,0,WORLD WAR II (ITALY 1943-1944),BOWLING ALLEY,US 45TH INF DIV(+),USA,MG EAGLES,?
899,431,1,WORLD WAR II (ITALY 1943-1944),BOWLING ALLEY,GER 74TH PZ CORPS(-)(+),Germany,GEN MACKENSEN,http://en.wikipedia.org/wiki/August_von_Mackensen
900,432,0,WORLD WAR II (ITALY 1943-1944),MOLETTA RIVER II,BR 56TH INF DIV(-),Great Britain,MG TEMPLER,
901,432,1,WORLD WAR II (ITALY 1943-1944),MOLETTA RIVER II,GER 65TH INF DIV(2/3)(+),Germany,GEN PFEIFFER,
902,433,0,WORLD WAR II (ITALY 1943-1944),FIOCCIA,US 45TH INF DIV,USA,MG EAGLES,?
903,433,1,WORLD WAR II (ITALY 1943-1944),FIOCCIA,GER 114TH LT INF DIV(+),Germany,LG BOURQUIN,
904,434,0,WORLD WAR II (ITALY 1944),SANTA MARIA INFANTE,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
905,434,1,WORLD WAR II (ITALY 1944),SANTA MARIA INFANTE,US 88TH INF DIV(+),USA,MG SLOAN,?
906,435,0,WORLD WAR II (ITALY 1944),SAN MARTINO,GER 94TH INF DIV(-),Germany,MG STEINMETZ,?
907,435,1,WORLD WAR II (ITALY 1944),SAN MARTINO,US 85TH INF DIV(+),USA,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter
908,436,0,WORLD WAR II (ITALY 1944),CASTELLONORATO,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
909,436,1,WORLD WAR II (ITALY 1944),CASTELLONORATO,US 85TH INF DIV(+),USA,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter
910,437,0,WORLD WAR II (ITALY 1944),SPIGNO,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
911,437,1,WORLD WAR II (ITALY 1944),SPIGNO,US 88TH INF DIV(+),USA,MG SLOAN,?
912,438,0,WORLD WAR II (ITALY 1944),FORMIA,GER 94TH INF DIV(2/3)(+),Germany,MG STEINMETZ,?
913,438,1,WORLD WAR II (ITALY 1944),FORMIA,US 85TH INF DIV(+),USA,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter
914,439,0,WORLD WAR II (ITALY 1944),MONTE GRANDE (ROME),GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
915,439,1,WORLD WAR II (ITALY 1944),MONTE GRANDE (ROME),US 88TH INF DIV(-)(+),USA,MG SLOAN,?
916,440,0,WORLD WAR II (ITALY 1944),ITRI-FONDI,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
917,440,1,WORLD WAR II (ITALY 1944),ITRI-FONDI,US 88TH INF DIV(+),USA,MG SLOAN,?
918,441,0,WORLD WAR II (ITALY 1944),TERRACINA,GER 94TH INF DIV(-)(+),Germany,MG STEINMETZ,?
919,441,1,WORLD WAR II (ITALY 1944),TERRACINA,US 85TH INF DIV(-)(+),USA,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter
920,442,0,WORLD WAR II (ITALY 1944),MOLETTA OFFENSIVE,GER 4TH PARA DIV,Germany,COL TRETTNER,
921,442,1,WORLD WAR II (ITALY 1944),MOLETTA OFFENSIVE,BR 5TH INF DIV(+),Great Britain,MG GREGSON-ELLIS,
922,443,0,WORLD WAR II (ITALY 1944),ANZIO-ALBANO ROAD,GER 65TH INF DIV,Germany,MG ZIEHLBERG,
923,443,1,WORLD WAR II (ITALY 1944),ANZIO-ALBANO ROAD,BR 1ST INF DIV(+),Great Britain,MG PENNEY,
924,444,0,WORLD WAR II (ITALY 1944),ANZIO BREAKOUT,GER 3RD PZ GR DIV(-)(+),Germany,MG BAADE,
925,444,1,WORLD WAR II (ITALY 1944),ANZIO BREAKOUT,US 1ST INF DIV(+),USA,MG HARMON,http://en.wikipedia.org/wiki/Ernest_N._Harmon
926,445,0,WORLD WAR II (ITALY 1944),CISTERNA,GER 362ND INF DIV (3/5)(+),Germany,LG GREINER,
927,445,1,WORLD WAR II (ITALY 1944),CISTERNA,US 3RD INF DIV(+),USA,MG O'DANIEL,http://en.wikipedia.org/wiki/John_W._O%27Daniel
928,446,0,WORLD WAR II (ITALY 1944),SEZZE,GER 29TH PZ GR DIV(1/2),Germany,MG FRIES,
929,446,1,WORLD WAR II (ITALY 1944),SEZZE,US 85TH INF DIV(+),USA,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter
930,447,0,WORLD WAR II (ITALY 1944),VELLETRI,GER 362ND INF DIV & 3RD PZ GR DIV(1/8)(+),Germany,LG GREINER,
931,447,1,WORLD WAR II (ITALY 1944),VELLETRI,US 1ST ARMD DIV,USA,MG HARMON,http://en.wikipedia.org/wiki/Ernest_N._Harmon
932,448,0,WORLD WAR II (ITALY 1944),CAMPOLEONE,GER 65TH INF DIV,Germany,MG ZIEHLBERG,
933,448,1,WORLD WAR II (ITALY 1944),CAMPOLEONE,US 45TH INF DIV(+),USA,MG EAGLES,?
934,449,0,WORLD WAR II (ITALY 1944),VILLA CROCETTA,GER 3RD PZ GR DIV(7/8)(+),Germany,MG BAADE,
935,449,1,WORLD WAR II (ITALY 1944),VILLA CROCETTA,US 34TH INF DIV(+),USA,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder
936,450,0,WORLD WAR II (ITALY 1944),ARDEA,GER 4TH PARA DIV(2/3),Germany,COL TRETTNER,
937,450,1,WORLD WAR II (ITALY 1944),ARDEA,BR 5TH INF DIV,Great Britain,MG GREGSON-ELLIS,
938,451,0,WORLD WAR II (ITALY 1944),FOSSO DI CAMPOLEONE,GER 3RD PZ GR DIV(1/2)(+),Germany,MG BAADE,
939,451,1,WORLD WAR II (ITALY 1944),FOSSO DI CAMPOLEONE,US 1ST ARMD DIV & 45TH INF DIV(+),USA,MG HARMON,http://en.wikipedia.org/wiki/Ernest_N._Harmon
940,452,0,WORLD WAR II (ITALY 1944),LANUVIO,GER 3RD PZ GR DIV(1/2),Germany,MG BAADE,
941,452,1,WORLD WAR II (ITALY 1944),LANUVIO,US 34TH INF DIV(-),USA,MG RYDER,http://en.wikipedia.org/wiki/Charles_W._Ryder
942,453,0,WORLD WAR II (ITALY 1944),LARIANO,GER HERMANN GOERING PZ DIV(1/3)(+),Germany,MG SCHMALTZ,
943,453,1,WORLD WAR II (ITALY 1944),LARIANO,US 85TH INF DIV(+),USA,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter
944,454,0,WORLD WAR II (ITALY 1944),VIA ANZIATE,GER 65TH INF DIV(2/3)(+),Germany,MG ZIEHLBERG,
945,454,1,WORLD WAR II (ITALY 1944),VIA ANZIATE,US 45TH INF DIV(+),USA,MG EAGLES,?
946,455,0,WORLD WAR II (ITALY 1944),VALMONTONE,GER HERMANN GOERING PZ DIV(2/3)(+),Germany,MG SCHMALTZ,
947,455,1,WORLD WAR II (ITALY 1944),VALMONTONE,US 3RD INF DIV(+),USA,MG O'DANIEL,http://en.wikipedia.org/wiki/John_W._O%27Daniel
948,456,0,WORLD WAR II (ITALY 1944),TARTO-TIBER,GER 4TH PARA DIV,Germany,COL TRETTNER,
949,456,1,WORLD WAR II (ITALY 1944),TARTO-TIBER,BR 1ST INF DIV & 5TH INF DIV(+),Great Britain,MG PENNEY,
950,457,0,WORLD WAR II (ITALY 1944),IL GIOGIO PASS,GER 12TH PARA RGT,Germany,GEN SCHLEMM,
951,457,1,WORLD WAR II (ITALY 1944),IL GIOGIO PASS,US 85TH INF DIV(+),USA,MG COULTER,http://en.wikipedia.org/wiki/John_B._Coulter
952,458,0,WORLD WAR II (EUROPEAN THEATER),ST. LO,GER 352ND INF DIV (ELMS) & 3RD PARA DIV (ELMS),Germany,GEN MEINDL,
953,458,1,WORLD WAR II (EUROPEAN THEATER),ST. LO,US 29TH INF DIV(+),USA,MG GERHARDT,http://en.wikipedia.org/wiki/Charles_H._Gerhardt
954,459,0,WORLD WAR II (EUROPEAN THEATER),OPERATION GOODWOOD,GER 86TH CORPS(+),Germany,GEN EBERBACH,
955,459,1,WORLD WAR II (EUROPEAN THEATER),OPERATION GOODWOOD,BR 2ND ARMY,Great Britain,LG DEMPSEY,
956,460,0,WORLD WAR II (EUROPEAN THEATER),OPERATION COBRA,GER 84TH CORPS(-) & 2ND PARA CORPS(-),Germany,LG CHOLITZ,
957,460,1,WORLD WAR II (EUROPEAN THEATER),OPERATION COBRA,US 7TH CORPS,USA,MG COLLINS,http://en.wikipedia.org/wiki/J._Lawton_Collins
958,461,0,WORLD WAR II (EUROPEAN THEATER),MORTAIN,US 30TH INF DIV(+),USA,MG HOBBS,http://en.wikipedia.org/wiki/Leland_Hobbs
959,461,1,WORLD WAR II (EUROPEAN THEATER),MORTAIN,GER 47TH PZ CORPS,Germany,GEN FUNCK,
960,462,0,WORLD WAR II (EUROPEAN THEATER),CHARTRES,GER 1ST ARMY(-),Germany,GEN CHEVALLERIE,
961,462,1,WORLD WAR II (EUROPEAN THEATER),CHARTRES,US 7TH ARMD DIV,USA,MG SILVESTER,?
962,463,0,WORLD WAR II (EUROPEAN THEATER),MELUN,GER 48TH INF DIV(-),Germany,GEN MACHOLZ,
963,463,1,WORLD WAR II (EUROPEAN THEATER),MELUN,US 7TH ARMD DIV,USA,MG SILVESTER,?
964,464,0,WORLD WAR II (EUROPEAN THEATER),SEINE RIVER,GER 1ST ARMY(-),Germany,GEN CHEVALLERIE,
965,464,1,WORLD WAR II (EUROPEAN THEATER),SEINE RIVER,US 20TH CORPS,USA,MG WALKER,http://en.wikipedia.org/wiki/Walton_Walker
966,465,0,WORLD WAR II (EUROPEAN THEATER),MOSELLE-METZ,GER 1ST ARMY(-),Germany,GEN KNOBELSDORF,
967,465,1,WORLD WAR II (EUROPEAN THEATER),MOSELLE-METZ,US 20TH CORPS,USA,MG WALKER,http://en.wikipedia.org/wiki/Walton_Walker
968,466,0,WORLD WAR II (EUROPEAN THEATER),METZ,GER 1ST ARMY(-),Germany,GEN KNOBELSDORF,
969,466,1,WORLD WAR II (EUROPEAN THEATER),METZ,US 20TH CORPS,USA,MG WALKER,http://en.wikipedia.org/wiki/Walton_Walker
970,467,0,WORLD WAR II (EUROPEAN THEATER),ARRACOURT,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)",USA,MG WOOD,
971,467,1,WORLD WAR II (EUROPEAN THEATER),ARRACOURT,GER 111TH & 113TH PZ BDES(+),Germany,GEN KRUEGER,
972,468,0,WORLD WAR II (EUROPEAN THEATER),WESTWALL,GER 81ST CORPS,Germany,GEN KOECHLING,
973,468,1,WORLD WAR II (EUROPEAN THEATER),WESTWALL,US 19TH CORPS,USA,MG CORLETT,http://en.wikipedia.org/wiki/Charles_H._Corlett
974,469,0,WORLD WAR II (EUROPEAN THEATER),SCHMIDT,GER 74TH CORPS(-),Germany,GEN STRAUBE,http://en.wikipedia.org/wiki/Erich_Straube
975,469,1,WORLD WAR II (EUROPEAN THEATER),SCHMIDT,US 28TH INF DIV(+),USA,MG COTA,http://en.wikipedia.org/wiki/Norman_Cota
976,470,0,WORLD WAR II (EUROPEAN THEATER),SEILLE-NIED,GER 84TH CORPS(-)(+),Germany,GEN BALCK,
977,470,1,WORLD WAR II (EUROPEAN THEATER),SEILLE-NIED,US 12TH CORPS,USA,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy
978,471,0,WORLD WAR II (EUROPEAN THEATER),FORET DE CHATEAU-SALINS,GER 13TH SS PZ CORPS(-),Germany,LG PRIESS,
979,471,1,WORLD WAR II (EUROPEAN THEATER),FORET DE CHATEAU-SALINS,US 4TH ARMD DIV(+),USA,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood
980,472,0,WORLD WAR II (EUROPEAN THEATER),MORHANGE,GER 11TH PZ DIV(-)(+),Germany,LG WIETERSHEIM,
981,472,1,WORLD WAR II (EUROPEAN THEATER),MORHANGE,"US COMBAT COMMAND 'B', 4TH ARMD DIV(+)",USA,BG DAGER,?
982,473,0,WORLD WAR II (EUROPEAN THEATER),MORHANGE-FAULQUEMONT,GER 13TH SS PZ CORPS(-)(+),Germany,LG PRIESS,
983,473,1,WORLD WAR II (EUROPEAN THEATER),MORHANGE-FAULQUEMONT,US 12TH CORPS,USA,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy
984,474,0,WORLD WAR II (EUROPEAN THEATER),BOURGALTROFF,GER 11TH PZ DIV (-)(+),Germany,LG WIETERSHEIM,
985,474,1,WORLD WAR II (EUROPEAN THEATER),BOURGALTROFF,"US COMBAT COMMAND 'A', 4TH ARMD DIV(+)",USA,LCOL ABRAMS,
986,475,0,WORLD WAR II (EUROPEAN THEATER),SARRE-ST. AVOLD,GER 13TH SS PZ CORPS(-)(+),Germany,LG SIMON,
987,475,1,WORLD WAR II (EUROPEAN THEATER),SARRE-ST. AVOLD,US 12TH CORPS,USA,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy
988,476,0,WORLD WAR II (EUROPEAN THEATER),BAERENDORF I,GER PZ LEHR DIV(-)(+),Germany,LG BAYERLEIN,
989,476,1,WORLD WAR II (EUROPEAN THEATER),BAERENDORF I,"US COMBAT COMMAND 'B', 4TH ARMD DIV(-)",USA,BG DAGER,?
990,477,0,WORLD WAR II (EUROPEAN THEATER),BAERENDORF II,GER PZ LEHR DIV(-),Germany,LG BAYERLEIN,
991,477,1,WORLD WAR II (EUROPEAN THEATER),BAERENDORF II,US 4TH ARMD DIV,USA,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood
992,478,0,WORLD WAR II (EUROPEAN THEATER),BURBACH-DURSTEL,GER PZ LEHR DIV(+),Germany,LG BAYERLEIN,
993,478,1,WORLD WAR II (EUROPEAN THEATER),BURBACH-DURSTEL,US 4TH ARMD DIV(+),USA,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood
994,479,0,WORLD WAR II (EUROPEAN THEATER),DURSTEL-FAERBERSVILLER,GER 13TH SS PZ CORPS (-)(+),Germany,LG SIMON,
995,479,1,WORLD WAR II (EUROPEAN THEATER),DURSTEL-FAERBERSVILLER,US 12TH CORPS,USA,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy
996,480,0,WORLD WAR II (EUROPEAN THEATER),SARRE-UNION,GER 25TH PZ GR DIV(-)(+),Germany,COL BURMEISTER,
997,480,1,WORLD WAR II (EUROPEAN THEATER),SARRE-UNION,US 4TH ARMD DIV(+),USA,MG WOOD,http://en.wikipedia.org/wiki/John_Shirley_Wood
998,481,0,WORLD WAR II (EUROPEAN THEATER),SARRE-SINGLING,GER 13TH SS PZ CORPS(-)(+),Germany,LG SIMON,
999,481,1,WORLD WAR II (EUROPEAN THEATER),SARRE-SINGLING,US 12TH CORPS,USA,MG EDDY,http://en.wikipedia.org/wiki/Manton_S._Eddy
1000,482,0,WORLD WAR II (EUROPEAN THEATER),SINGLING-BINING,GER 25TH PZ GR DIV(-)(+),Germany,COL BURMEISTER,
1001,482,1,WORLD WAR II (EUROPEAN THEATER),SINGLING-BINING,US 4TH ARMD DIV(-)(+),USA,MG GAFFEY,http://en.wikipedia.org/wiki/Hugh_Joseph_Gaffey
1002,483,0,WORLD WAR II (EUROPEAN THEATER),SAUER RIVER,"US 12TH INF RGT, 4TH INF DIV(+)",USA,MG BARTON,
1003,483,1,WORLD WAR II (EUROPEAN THEATER),SAUER RIVER,GER 212TH VOLKSGRENADIER DIV,Germany,MG SENSFUSS,
1004,484,0,WORLD WAR II (EUROPEAN THEATER),ST. VITH,"US COMBAT COMMAND 'B', 7TH ARMD DIV(+)",USA,BG HASBROUCK,?
